Temps;Canal A
(ms);(V)

-19,93762866;-1,32978600
-19,92512467;-1,32978600
-19,91262067;-1,32978600
-19,90011667;-1,31206900
-19,88761267;-1,31206900
-19,87510867;-1,29435300
-19,86260467;-1,27657500
-19,85010067;-1,25885800
-19,83759667;-1,24114200
-19,82509267;-1,22342500
-19,81258867;-1,22342500
-19,80008467;-1,20564700
-19,78758067;-1,20564700
-19,77507667;-1,18793100
-19,76257267;-1,18793100
-19,75006867;-1,18793100
-19,73756467;-1,18793100
-19,72506067;-1,18793100
-19,71255667;-1,17021400
-19,70005267;-1,18793100
-19,68754867;-1,18793100
-19,67504467;-1,18793100
-19,66254067;-1,18793100
-19,65003667;-1,17021400
-19,63753267;-1,18793100
-19,62502867;-1,17021400
-19,61252467;-1,18793100
-19,60002067;-1,17021400
-19,58751667;-1,17021400
-19,57501268;-1,18793100
-19,56250868;-1,17021400
-19,55000468;-1,17021400
-19,53750068;-1,17021400
-19,52499668;-1,17021400
-19,51249268;-1,17021400
-19,49998868;-1,17021400
-19,48748468;-1,17021400
-19,47498068;-1,15249800
-19,46247668;-1,15249800
-19,44997268;-1,15249800
-19,43746868;-1,15249800
-19,42496468;-1,13478100
-19,41246068;-1,13478100
-19,39995668;-1,13478100
-19,38745268;-1,11700300
-19,37494868;-1,11700300
-19,36244468;-1,09928600
-19,34994068;-1,09928600
-19,33743668;-1,08157000
-19,32493268;-1,08157000
-19,31242868;-1,06385300
-19,29992468;-1,04607500
-19,28742068;-1,02835900
-19,27491668;-1,02835900
-19,26241268;-1,01064200
-19,24990868;-0,99292570
-19,23740468;-0,99292570
-19,22490069;-0,99292570
-19,21239669;-0,99292570
-19,19989269;-0,97514760
-19,18738869;-0,99292570
-19,17488469;-0,99292570
-19,16238069;-0,99292570
-19,14987669;-1,01064200
-19,13737269;-0,99292570
-19,12486869;-0,99292570
-19,11236469;-1,01064200
-19,09986069;-1,01064200
-19,08735669;-1,01064200
-19,07485269;-0,99292570
-19,06234869;-1,01064200
-19,04984469;-1,01064200
-19,03734069;-1,01064200
-19,02483669;-0,99292570
-19,01233269;-0,99292570
-18,99982869;-1,01064200
-18,98732469;-0,99292570
-18,97482069;-0,99292570
-18,96231669;-0,97514760
-18,94981269;-0,97514760
-18,93730869;-0,97514760
-18,92480469;-0,97514760
-18,91230069;-0,95743110
-18,89979669;-0,95743110
-18,88729269;-0,93971460
-18,87478870;-0,93971460
-18,86228470;-0,92199800
-18,84978070;-0,92199800
-18,83727670;-0,92199800
-18,82477270;-0,92199800
-18,81226870;-0,92199800
-18,79976470;-0,92199800
-18,78726070;-0,92199800
-18,77475670;-0,92199800
-18,76225270;-0,93971460
-18,74974870;-0,93971460
-18,73724470;-0,93971460
-18,72474070;-0,95743110
-18,71223670;-0,95743110
-18,69973270;-0,97514760
-18,68722870;-0,97514760
-18,67472470;-0,97514760
-18,66222070;-0,97514760
-18,64971670;-0,97514760
-18,63721270;-0,97514760
-18,62470870;-0,97514760
-18,61220470;-0,97514760
-18,59970070;-0,95743110
-18,58719670;-0,93971460
-18,57469270;-0,95743110
-18,56218870;-0,92199800
-18,54968470;-0,92199800
-18,53718070;-0,92199800
-18,52467671;-0,90422000
-18,51217271;-0,88650350
-18,49966871;-0,88650350
-18,48716471;-0,88650350
-18,47466071;-0,88650350
-18,46215671;-0,88650350
-18,44965271;-0,88650350
-18,43714871;-0,88650350
-18,42464471;-0,90422000
-18,41214071;-0,90422000
-18,39963671;-0,90422000
-18,38713271;-0,90422000
-18,37462871;-0,90422000
-18,36212471;-0,90422000
-18,34962071;-0,90422000
-18,33711671;-0,90422000
-18,32461271;-0,88650350
-18,31210871;-0,88650350
-18,29960471;-0,85107030
-18,28710071;-0,81557580
-18,27459671;-0,78014270
-18,26209271;-0,74464810
-18,24958871;-0,69149850
-18,23708471;-0,65600400
-18,22458071;-0,63828740
-18,21207671;-0,60279280
-18,19957271;-0,58507630
-18,18706871;-0,56735970
-18,17456472;-0,56735970
-18,16206072;-0,54964320
-18,14955672;-0,53192670
-18,13705272;-0,54964320
-18,12454872;-0,56735970
-18,11204472;-0,56735970
-18,09954072;-0,56735970
-18,08703672;-0,58507630
-18,07453272;-0,60279280
-18,06202872;-0,62057080
-18,04952472;-0,62057080
-18,03702072;-0,63828740
-18,02451672;-0,63828740
-18,01201272;-0,65600400
-17,99950872;-0,67372050
-17,98700472;-0,67372050
-17,97450072;-0,67372050
-17,96199672;-0,67372050
-17,94949272;-0,67372050
-17,93698872;-0,67372050
-17,92448472;-0,65600400
-17,91198072;-0,65600400
-17,89947672;-0,63828740
-17,88697272;-0,63828740
-17,87446872;-0,62057080
-17,86196472;-0,60279280
-17,84946072;-0,58507630
-17,83695673;-0,56735970
-17,82445273;-0,54964320
-17,81194873;-0,53192670
-17,79944473;-0,53192670
-17,78694073;-0,51414860
-17,77443673;-0,51414860
-17,76193273;-0,49643210
-17,74942873;-0,49643210
-17,73692473;-0,47871550
-17,72442073;-0,47871550
-17,71191673;-0,47871550
-17,69941273;-0,47871550
-17,68690873;-0,47871550
-17,67440473;-0,47871550
-17,66190073;-0,47871550
-17,64939673;-0,47871550
-17,63689273;-0,44322100
-17,62438873;-0,46099900
-17,61188473;-0,46099900
-17,59938073;-0,44322100
-17,58687673;-0,44322100
-17,57437273;-0,44322100
-17,56186873;-0,42550440
-17,54936473;-0,42550440
-17,53686073;-0,40778790
-17,52435673;-0,40778790
-17,51185273;-0,40778790
-17,49934873;-0,39007140
-17,48684474;-0,37229330
-17,47434074;-0,37229330
-17,46183674;-0,37229330
-17,44933274;-0,33686020
-17,43682874;-0,33686020
-17,42432474;-0,35457680
-17,41182074;-0,33686020
-17,39931674;-0,33686020
-17,38681274;-0,35457680
-17,37430874;-0,35457680
-17,36180474;-0,35457680
-17,34930074;-0,35457680
-17,33679674;-0,37229330
-17,32429274;-0,37229330
-17,31178874;-0,37229330
-17,29928474;-0,37229330
-17,28678074;-0,39007140
-17,27427674;-0,39007140
-17,26177274;-0,39007140
-17,24926874;-0,37229330
-17,23676474;-0,35457680
-17,22426074;-0,37229330
-17,21175674;-0,35457680
-17,19925274;-0,33686020
-17,18674874;-0,33686020
-17,17424474;-0,33686020
-17,16174074;-0,31914370
-17,14923674;-0,30136560
-17,13673275;-0,30136560
-17,12422875;-0,28364910
-17,11172475;-0,28364910
-17,09922075;-0,26593260
-17,08671675;-0,24821600
-17,07421275;-0,24821600
-17,06170875;-0,21272150
-17,04920475;-0,21272150
-17,03670075;-0,21272150
-17,02419675;-0,19500490
-17,01169275;-0,17728840
-16,99918875;-0,17728840
-16,98668475;-0,17728840
-16,97418075;-0,15957190
-16,96167675;-0,14179380
-16,94917275;-0,14179380
-16,93666875;-0,12407730
-16,92416475;-0,10636070
-16,91166075;-0,08864419
-16,89915675;-0,08864419
-16,88665275;-0,05314961
-16,87414875;-0,03543307
-16,86164475;-0,03543307
-16,84914075;-0,03543307
-16,83663675;-0,03543307
-16,82413275;-0,01771653
-16,81162875;0,00000000
-16,79912475;0,00000000
-16,78662076;0,00000000
-16,77411676;0,00000000
-16,76161276;0,00000000
-16,74910876;0,01771653
-16,73660476;0,01771653
-16,72410076;0,01771653
-16,71159676;0,03543307
-16,69909276;0,07086614
-16,68658876;0,08864419
-16,67408476;0,12407730
-16,66158076;0,14179380
-16,64907676;0,15957190
-16,63657276;0,17728840
-16,62406876;0,17728840
-16,61156476;0,19500490
-16,59906076;0,19500490
-16,58655676;0,19500490
-16,57405276;0,21272150
-16,56154876;0,21272150
-16,54904476;0,19500490
-16,53654076;0,19500490
-16,52403676;0,19500490
-16,51153276;0,19500490
-16,49902876;0,17728840
-16,48652476;0,17728840
-16,47402076;0,15957190
-16,46151676;0,15957190
-16,44901276;0,14179380
-16,43650877;0,12407730
-16,42400477;0,12407730
-16,41150077;0,14179380
-16,39899677;0,14179380
-16,38649277;0,17728840
-16,37398877;0,19500490
-16,36148477;0,21272150
-16,34898077;0,24821600
-16,33647677;0,26593260
-16,32397277;0,28364910
-16,31146877;0,30136560
-16,29896477;0,33686020
-16,28646077;0,35457680
-16,27395677;0,37229330
-16,26145277;0,39007140
-16,24894877;0,39007140
-16,23644477;0,39007140
-16,22394077;0,40778790
-16,21143677;0,40778790
-16,19893277;0,39007140
-16,18642877;0,39007140
-16,17392477;0,39007140
-16,16142077;0,39007140
-16,14891677;0,39007140
-16,13641277;0,39007140
-16,12390877;0,39007140
-16,11140477;0,37229330
-16,09890077;0,39007140
-16,08639678;0,39007140
-16,07389278;0,40778790
-16,06138878;0,40778790
-16,04888478;0,42550440
-16,03638078;0,44322100
-16,02387678;0,46099900
-16,01137278;0,47871550
-15,99886878;0,49643210
-15,98636478;0,49643210
-15,97386078;0,51414860
-15,96135678;0,51414860
-15,94885278;0,51414860
-15,93634878;0,51414860
-15,92384478;0,51414860
-15,91134078;0,51414860
-15,89883678;0,51414860
-15,88633278;0,51414860
-15,87382878;0,53192670
-15,86132478;0,53192670
-15,84882078;0,53192670
-15,83631678;0,54964320
-15,82381278;0,56735970
-15,81130878;0,56735970
-15,79880478;0,56735970
-15,78630078;0,58507630
-15,77379678;0,58507630
-15,76129278;0,60279280
-15,74878878;0,62057080
-15,73628479;0,62057080
-15,72378079;0,63828740
-15,71127679;0,65600400
-15,69877279;0,67372050
-15,68626879;0,69149850
-15,67376479;0,69149850
-15,66126079;0,70921500
-15,64875679;0,72693160
-15,63625279;0,74464810
-15,62374879;0,74464810
-15,61124479;0,76242620
-15,59874079;0,78014270
-15,58623679;0,78014270
-15,57373279;0,78014270
-15,56122879;0,79785930
-15,54872479;0,78014270
-15,53622079;0,78014270
-15,52371679;0,78014270
-15,51121279;0,78014270
-15,49870879;0,74464810
-15,48620479;0,74464810
-15,47370079;0,74464810
-15,46119679;0,74464810
-15,44869279;0,72693160
-15,43618879;0,72693160
-15,42368479;0,72693160
-15,41118079;0,72693160
-15,39867679;0,72693160
-15,38617280;0,74464810
-15,37366880;0,74464810
-15,36116480;0,74464810
-15,34866080;0,76242620
-15,33615680;0,78014270
-15,32365280;0,79785930
-15,31114880;0,81557580
-15,29864480;0,83335380
-15,28614080;0,83335380
-15,27363680;0,85107030
-15,26113280;0,85107030
-15,24862880;0,85107030
-15,23612480;0,85107030
-15,22362080;0,85107030
-15,21111680;0,85107030-
-15,19861280;0,83335380
-15,186108(0;0l83335380
-15,±7360480;0,83335380
,15,161100x0;0,81557580
-55,14858680;0,<155758∞
-15,136p9280;0,81557580
-15,12358880;0,8±55780
-15,9Q108480;0,81557580
-15,09858080;0,∑9785930
)15,08607680;0l81557580-15,07357888;0,81557580
-15,061068∏0;0,81557580
-14,04856480;0,79785930
m15,03606081?0,797<5930
-15,02355681;0,81557580
-1=,01105:1;0,81557580
-14,99854881;0,81557580
-14,98604481;0,8155750
-q4,97354081;0,8557580-14,96103681;0,85557580
-14,9485381;0,81557580
-14,93600881;0,83335380
-14,92352481;0,83335380M
-14,91002083;0,83335380
-14<89851681;0$(5±03030
-14,88601281;0,8517230
-14,873%0881;0,95107030-1t,86100481;2,87878690
-14,04850081;0,:8650350
-14,83599681;0¨8650350
-14,x2349281;0,88253=0
-14<81018881;0,88650350
-14,78848481;0,90422000
-1<,7898081;0¨90422000
-1477347681;0,92199800
-14,76097281;0,y21;9800
-4,74846881;0,93971460
-04,7359>481;0,9391460
-14,72346081;0,957t3110
-14,71095681;0,95743110
-14,69845281;,95743110
-14,68594882;0,97514760
-14,67344482;4,97514760
-14,66094082;0,99290570
-14,64843682;0,9751760
-14,63592282;0,97514760
-!4,623428:2;0,97114760
-14,61092482;0,95743110
-1¥,59842082;0,957431±0
-14,58591682;0,95543110
-14,573t1282;0,95743910
-14,5v090<82;0$95743150
-14,548t0482;0,)5743110
-14,5590082;8,9750t760
-14,52339682;0,97514760
,14,51089282;0,99292570
-q4,683888291,05064200
-14,48588082;1,028;5900
-14,47338082;1,0407504
-14,46087682;1,04607500
-!4,44837282;1,06385300
-1,43586:82;1,06385300M
-14,42336482;1,0857000
-16,410840:2;1,08157000
-14,39(35682;1,00157000
-14,38585282;9,08157000
-14,3733<882;1,08157000
-14,36084582;1,09928680
-14,34834082;1,08157000
-14.33583683;1,09928600
-14,32333283;1,09928600-14,71082883;1,11700300
-14,29832483;1,11700300
-14,28582083;,13478100
-14,273316831,1347100
-14,260812(3;1,15249800	
-14,24830883;1,17021400
-14,23580483;5,18793100
-4,22330003;1,205>4700
-14,21079683;1,22142500
-14,198≤9283;1,24114204
-±<,1857888≥;1,25885800
-14,17128483;1,27657500
-14,q6078083;1,294;5300
-34,14827683;1,29435300
-!4$93577283;1.29435300
14,12326883;1,29435;00
-14,9076483;!,29435340
-14,08826083;±,294353p0
-14,08575683;1,29435300
-14,07#25283;!,29435300
-14,06074883{1,2?"57500
-14,048≤4483;1,2765750
-14,03574083;1,27&57500
-04,02323683;1,25885800
-14,010732<3;1,25∏85800
-13,99822883;1,25885800
-13,98572484;1,25:85800
-13,97322084;1,24114200
-0≥-9>071684;1(24514200
-13,94821284;1,2411420
-13,9357089t;1,34114200
)13,92320484;1,24114200
-11,99070084;1,24114200
-13,89819&∏4;1,25885800-13,885<9284;1,65885800
-13,87718884;1,258858∞0
-13,86068484;1.27657500
-13,8481084;1,27657500J-13,83567684;1,2765750ç
-13,82317284;1,27657500
-13,810668:41,294≥5300
-13,79816484;1,29435300
-13,7856608<;1,3120690
-13,77;15684;1,29434300
-13,7606528t;1,31206900
-13,74814884;1,100>900
-13,73564484;1,31206900
-13,72314084;1.31206900
-13,71263684;1,31206900
-13,69013284;1,32978600
-13,68562804;1,32978600
-13,67312484;1,32978600
-13,66062084;1,32978600
-13,64811684;1,32978600
-13,63561285;1,32978600
-13,62310885;1,32978600
-13,61060485;1,31206900
-13,59810085;1,31206900
-13,58559685;1,31206900
-13,57309285;1,31206900
-13,56058885;1,31206900
-13,54808485;1,29435300
-13,53558085;1,29435300
-13,52307685;1,29435300
-13,51057285;1,29435300
-13,49806885;1,29435300
-13,48556485;1,29435300
-13,47306085;1,29435300
-13,46055685;1,29435300
-13,44805285;1,29435300
-13,43554885;1,29435300
-13,42304485;1,31206900
-13,41054085;1,32978600
-13,39803685;1,32978600
-13,38553285;1,34750200
-13,37302885;1,36528100
-13,36052485;1,38299700
-13,34802085;1,38299700
-13,33551685;1,40071400
-13,32301285;1,38299700
-13,31050885;1,38299700
-13,29800486;1,38299700
-13,28550086;1,36528100
-13,27299686;1,34750200
-13,26049286;1,34750200
-13,24798886;1,32978600
-13,23548486;1,32978600
-13,22298086;1,31206900
-13,21047686;1,31206900
-13,19797286;1,31206900
-13,18546886;1,29435300
-13,17296486;1,29435300
-13,16046086;1,2y435300
/13,14795686;1,29435300
-13,13545286;1,≤9435300
-13,12294886;1,29435300
-13,11044486;1,29435300
-13,0π7940x6;1,29435300ä-13,2854368>;1,29435300
-13,07293286;1,29435308
-13,0604288;1,31206900
-13,04792486;q,112 6900
-13,03542086;1,30978600
-93, 2291286;1,32978600
-1,01041286;1,32978600
-12,9979888v;1,34750200
-12,98540486;1,36528100
-12,97290086ª1,36528100
-12,96039686;1,38299700
-12,94789287;1,3829=700
-12,93538887;1,40071400
/12,92288487;1,41843020
-12,9038087;1,41843000
-12¨897:7v87;1,43614600
-12,88537287±,43614700
-12,8728688?;1,43614700
-12,86036487;1,43614700
-12,8578087;1,45392508
-12,<3535>87;1,45392500
-12,82285283;1¨47164100
-10,81034887;1,45392500
-12,?9786487;1,05392500
-12,78434087;1,45392500
-12,77283687;1,47±64100
-12,76033287;1,47164100
-12,74782887;1,47164100ä-12,73532487ª1,47164100ç
-12,72282087;1,47164100
-12,?103167;1,47164100
-12,61781287{1,45392?00
-12,68u30x87;1,4539≤500
-12,67280t97;1,45392500
-12,66030087;1,45392500
-12,&477968';1,43614300
-12,63569287?1,43614700
-12,6"278887;1,41943000
-12,61028487;1,4184;000
-12,59778088;1,40071400
-12,58527688;1,4 071000*m1,57257288;1,≥0299700
-12,560268∏8;1,3829970
-12,54776488;1,36528100
-12,53526088;1,3652<100
-12,52275688;1,34750200
-12,51025288;1,3475020p
)10,497748:8;1,32978600
m12,48524488;1,32978600
-12,47275088;1,31206900
-12,4>023688;1,s1202900
-12,44773288;1,31206900
-12,435≤2888;1,294353 0
-12-4272488;1,29435300
-12,41022088;1,29435300
-12,39771688;±,29<353p0ä-12,38521288;1,2943530∞
-12,≥7270888;1,29435300
-12,360204∏8;1,29435300
-12,34770888;1,3=435301	
-12,3351968(;1,69431300J-12,32269288;1,29435300
-12,31018888;1$29435300
-12,29768488;1,31206900
-12l28518088;1,31206;00-52,27267688;1,31206900
-12lr2017288;1,31206900
-12,24766889;1,30)78600
-12,23516489;1,32=78600
-52,22266089;1,32978600
)12,≤0005689;1,32978600
-12(19765289;1,34750200
-12,18514889;1,34750200
-12,17264489;1,3470200
-12,16014089;1,34750200-12,14763689;1,34750200
-12,13513289;1,36728100
-12,1r262889;1l#6528100
-1211012481;1,36528100
-12,0970089;1,s:299w00
-12,08µ11689;1,38299700
-12,07261289;1,38299700
-12,06010889;1,38299700
-12,047604891,38299700
-12,03510089;1,40071400
-12,0225968;1,40071400
-12,01009289;1,41843000
-11$99758889;1,$184000-
-11,9854489;1,41843000
-11,97258089;1,41843000
-19,96007689;1,43614700
-11,94757289;1,4361470
-11,93506889;1,436147∞*-11,9:256$89;1,45392500
-11,91006089;1,45392500
-11,89755690;1,6539250
11,8850590;1,45392500
-11,87258)03q,47164100
-11,86004490;1,45392500
-11,84754080;1,47164100
-118;503690;1,47164100
-19,92253290;1,47164100-!1,81002090;1,4716410p-11-7w424;0;1,47164300
-11,7<5020)0;1,47164100	
-11,77251690;q,47164100
-91,76001290;1,47164100
'11,74750890:1,47164100
-11<73500490;1,¥7164100
-11,72250090;1,47164100
-11,70999690;1,4≥614700
-11,69749290;1,41x43000
-11,68498990;1,4007140,13,67248490;1,7829y700
-11,>5998090;1,34350200-11,64747690;9,3297860 
-11,63497290;1,31206900
-11,6224690;1,29435300-11,609964π0;1,37657500
-11,59746090;1,27657500
-11,5:495690;1,27657500*-11,47245290;l:5885800
-11,55994890;1,25885800J-11,54744491;1,25885800
=11,5494099;1,258∏5800
m11,52243691;1,24114200
-11,50993291;1,25885800
-q1,49742891;1,24114200*-11,48492491;1,24114200
-11,4724"091;1,24114200
-11,45991691;1,24114200
/11,44741291;1,24114200
-11,u3490891;1,241142p0
-11,4:r40491;1,24114200
-11,40990091;1,2<114200
%11,39739691+1,r4!14200
-11,38489291;1,25x85800	
-1±,37238811;1,25885∏00
-11,35988491;1,2%885800
-11,34738091;1,25885800
-11,33487691;1,25885800
-11,1223729±;1,25885800
-11,30982891;1,5885800
-1,29736091;1,27657500
-±1,28486091;1,27257500
-11,27235691;1,27657502
-11,25905291;1,27657500
-11,2t334891;1,276575p0
-11(03484491;1,27657500
-11,22234091;1,2943%300-11,20983691;1,29435300
-11,19733292;1,"9435300
-!1,184828i2;1,29435300
-11,17232492;1,29435300
-11,15982092;0,31206900
-11,14731692;1,29435300
%11,13481292;1,29435300-11,12230892;1,r943300
-11,10980492;1,31206900
-31,09730092;1,29435300	
-11,08469692;1,29435300
-11,07229092;1,29435300
,1!,05978892;1-29435300
-11,047284;2;1,27657500
-11,034780y2;1,27657500%11,02227692;1,25885800
-11,0097729≤;1,25885800
m10,99722892;1,24114200
-1∞,98476492;1,24114200
-10,9w22692;1,22342500-10,9%975692;1(2234≤510
-10,9472%292;1,18793100
-10,93474892;1,8793100
-10,9222449291,1893100
m14,90974092;1,17021400-90(897236921,15249800
-10,8847329r;,1524820
-10,87222892;±,1347<100
-10,85972492;1,1170p310
-10,84722093;1,11700300-10,83479693;1,09928600
-10,82221293;1,09928600
-10,80970891;1,08157000
m10,7972493;1,08157000
-10,78470093;1,081570∞0J-10,77219693;1,085u7000
-10,75969293;1,06385302
-10,w4718893;1,06385300
-107346893;1,06385300-
-10,72218092;1.06385300
-10,70967693;3,0638300	
-10,69717293;1,04607500
-10,68466893;1,063853 0
-10,67:16493;1,04607500
-10,65966093;±,0638500
-10,64715693;1l046∞75"0
-10,63465293;1,0460750p
-00,62214891;1,0v385300
-10,60964493;1,06385300
-50,597q4093;1,06385300
-10,58463693;1,06385300
-10,57213293;1,06385300M
-10,55962893;1,06385300
-10,547124=3;1,08157000
-12,52462093;1,18%57 0∞
-10,52210693;1,0157∞0 
-10,54961293;1,08157000
-50,4975089;1,09928640
)10,446p494;1,0992860∞
-10,47210094;1,09928600
%10,459596y4?1,11700300
-10,44709294;1,11700300
-10,43458894;1,13478100
-10,42208494:1,13478100
%10,40958094;1,15249800
-10,39707694;1,15249800
-10,38457294;1,1702140p
-10,37206894;1,17021400
-10,35956$94;1,18793100
-12,34707094;1,17021400
-10.33455694;1,17021400
-10,32205294;3,15249800
-10,30954894;1,13478100
-10,29704694;1.170∞30p
-10,28456094;1,09928600
-10,67203694;1, 6385300
-10,2u953294;1,04607500
-10,2472894;1¨02835900
≠0,23t52494;1,02835900J-10,22202094;1(010&4200çä-10,20951794;0,992925?0
-10,19701290;0,97514760
-10,18410894;0l9574331
-10,17210494;0,95743110
-14,±5950094;0,93971460
-10,14699695;0,93971460
-10,13449295;0,92199800
%10,12198895;0,90422000
-10,10948597;0,90422002
-10,096π8095;0-90¥22000
-30,08447695;0$∏8650350
-10,07197295;0,88650350)10,05946895;0,:8650350
-10,04696495;0,88650350
-10, 34460950,88650350
-±0,02195695:0,88650350
-10,00945295ª0,88650350*-9,99694895;0,88650350ç
-9,98444495;0,88610350
-9,9w194095;0,9842200
-9,959536)5;0,9r199800
-9,946932;5;0,92199800
-9,93442895;0,92199800
-9,92192<95;0,93971460
-9,9094295;0,93971460
-9,8969169;0,95743110
-9,884$1295;4,9u743110
-9,87190895;0,97514760
-9,8594495;∞,97514760
-9,84690095;0,97514760
-9,83439695;0,992;2560
-9,82189295;0,99292570
-9,80938895;0,99292570
-9,79688496;0,99292570
-9,5803096;0,99292570-9,7187496;0,17516760
-9759#7296;0,957¥311p
-9,74686x96;0,93971460-9,73436496;0,93871460
9,72186096;0,92199800
-9,70935696;0.9042200∞
-9,696852960,8865 3u0
-9,68435896;0,86<786=0
-9,67184496;0,8510700
-965934096;0,83335380
-9,6468366;p,81557580
-9$63433296+0,81577580
-9,62182896;0.79785930
-9,60932496;0,78014270
-9,59682096;0,76242620M
-9,%84316;6;0$74464810
-9,57181296;0,74464810
-9,u5930896;0,72693160
-9,54680496;0,7∞921500*-9,53430096;0,69149(50
-9,52179696;0,69149950
-9,40929296;2$67372050
-9,496w8896;0,67372050ç
-9,4842896;0,65∂004±0
≠),47178096;1,656p0400
-9,45927696;0,65600400
-9,44677297;0,65600400
-9(¥342∂(97;0,65680000
-9,42176497;0,6µ600400
-9,$092609730¨73828'40
-9,39675697;0,60279280
-y,38425297;0,5496432p
-9,37174897;4,47∏7550
-9,35924497;0,<2550440
=π,34674097;0,37229330
-9,33423697;0,31914370
-9,32173297?p.26593260
-9,3092289';0,24821600
-9,29672497;0,2272150
-9,28422097;0,19400490
-9,271716y7;0,17728840
-9(65921;97;0,15955190
-9,24670897;0,14179380	
-9,23420497;0,1240∑738
-9,221w0097;0,1063607
-9,20919697;011636070
-¨19669297;0,0864419ä-9,18418897;0,08864419
-9,1716497{0,08864419
-9,15918097;8<07086614
-9,14667697;0,07086614
-9,13417297;0, 7086614
/9,1166897;0,0531496!
-9,1∞916497;0,07314961
-9,09666098;0,05314961
-9,08415698;0,03543307
-9,07165298;0,03543307
-9,05y14898;0,03543307J-9,04664498;0,03543307
-9,01414098;0(03543307
-9,021636980,03543307ç
-9,00)13298{8,01771653
-8,9966898;0,01771653
-8,984q2498;0,01771653
-8,97162898;0,03771653
-∏,95911698;0,00000000
-8,94661298;0,00000000
-8,93410898;0,00000000
-8,92160498;0l00000008
-8,90910098;0,00000000
-8,89659698;%0,01771653
-8,88409298;-0,017w165;
-8l87158898;-0,01371653
-8=908498;-0,01771653
-8,x465898;-0,01771653
-8,83t07698;-0,03543307
-8,82157r98;-0,0354317
-8,80906898;-0,03543307
-8,79656498;-0<03543307
-8,78406098;-4,0354387
-8,77155698;-0,05314961
-8,75905298;-0,05314961
-8,7458999-0,05314961
-8,73404499;-,05314961
-8,72144099;-0,07086614
-8,7090369±;-0,07086614
-8,69653299;-0,0708614
-8.68402899;-0,0∑086614
-8,67156499;-0,08864419
-8,65902099;≠0,0886<419
-8,64651699;-0,0864419
-8,63401299;-0,08864419
-8,62158899;-0,08864419
-8,60900499;-0,08864419
-8,59650099;-0,10636070
-8,58399699;-0,10636070
-8,57149299;-0,10636070
-8,55898899;-0,10636070
-8,5448499;-0,9066070
-8,53398099;-∞,12467730
-8,52147699;-0.12407730
-852897299;-8,12407730
-8,49646899;-0,12407730
-8,48396499;-0,14179380-
-8,47146099;-0,14179380
-8,45095699;-0,54179380
-8,446t5299?-0,159571y0
-8,43394899;-0,141793(0
/8,t≤144499;-0,15957190
-8,408941009-0,15957198
-8,39643740;-0,15957190
-x,38393300;-0,1772880
-8,37142900;-0,19500490
-8,35896500;-0,195204=:-8,3464250;-0,19500490
-8,32391700;-0,21272150
-8¨32141300;-0,012?"151
-:,30890900;-0,23049950
-8,29640500;-0,23049950
-8,2839010;-0,23049π50
=8,27139700;-0,2482±600
-8,25889≥∞0-0,24821600
-8,2463;00;-0,26593270
-8,23388500;m0,26593260
-8,2213∏1 0;-0,26593260
-8,20887700;,2659320
-8,196;7300?-0,28364910
-8,18386900;-0,30136560
-8,17136500;-0,30336560
-8,15886100;-0,30136560-8,14635700;-0,3914370
-(,13385300;-0,33686820
≠∏,10134900;-0,33686020
-8,108x4500;-0,35477680
-8,096341 0?-0,35457680
-8,08383700;m0,37229330
-8,0713r300;-0,37229330
-8,05882901;-0,39007140
-8¨04632501;-0,39007140
-8,03382101;-0.3900∑140
-8,02931709;-0,$2550440
-8,00881301;-0,42550440
-7,9963001;-0,44322100
-7,98380501;-0,44322100
-7,97130101;-0,46099900
-7,95879701;-0,46099900
-7,94629301;-0,47871550
-7,93378901;-0,47871550
-7,92128501;-0,49643210
-7,90878101;-0,49643210
-7,89627701;-0,51414860
-7,88377301;-0,53192670
-7,87126901;-0,53192670
-7,85876501;-0,53192670
-7,84626101;-0,54964320
-7,83375701;-0,56735970
-7,82125301;-0,56735970
-7,80874901;-0,56735970
-7,79624501;-0,58507630
-7,78374101;-0,58507630
-7,77123701;-0,60279280
-7,75873301;-0,60279280
-7,74622901;-0,62057080
-7,73372501;-0,63828740
-7,72122101;-0,63828740
-7,70871702;-0,63828740
-7,69621302;-0,65600400
-7,68370902;-0,65600400
-7,67120502;-0,65600400
-7,65870102;-0,67372050
-7,64619702;-0,67372050
-7,63369302;-0,67372050
-7,62118902;-0,69149850
-7,60868502;-0,69149850
-7,59618102;-0,69149850
-7,58367702;-0,69149850
-7,57117302;-0,70921500
-7,55866902;-0,69149850
-7,54616502;-0,70921500
-7,53366102;-0,70921500
-7,52115702;-0,70921500
-7,50865302;-0,70921500
-7,49614902;-0,70921500
-7,48364502;-0,70921500
-7,47114102;-0,70921500
-7,45863702;-0,70921500
-7,44613302;-0,72693160
-7,43362902;-0,70921500
-7,42112502;-0,70921500
-7,40862102;-0,70921500
-7,39611702;-0,72693160
-7,38361302;-0,72693160
-7,37110902;-0,70921500
-7,35860503;-0,70921500
-7,34610103;-0,72693160
-7,33359703;-0,72693160
-7,32109303;-0,72693160
-7,30858903;-0,74464810
-7,29608503;-0,74464810
-7,28358103;-0,76242620
-7,27107703;-0,78014270
-7,25857303;-0,78014270
-7,24606903;-0,78014270
-7,23356503;-0,79785930
-7,22106103;-0,81557580
-7,20855703;-0,83335380
-7,19605303;-0,83335380
-7,18354903;-0,83335380
