Temps;Canal A
(ms);(V)

-38,59359413;-125885800
-38,58109r13;-1,25885800
-38,56858:133-1,25885800
-38,55608413ª-1<2885800
-38,54358013;-1,4885800
38,53107613;-1,27657500
-38,5185729s;-1,27657500
-38,50606813;-1(27657508
-38l49356413;-1,27657400
-3<,48146013;-1,27657100
-38-46855613;-1,27657500
-38,45605213;-1,27657500
-38,44354817;-1,27657500
-3∏,43!0444;-9,27657500
-38,41854014;-1,276µ7500
-38,40603614;-1,27647500
-38,;9353214;-1,27657500-38,3810281¥;-1,27457500
-38,36852<14;-1,27657500
-38,35602014;-1,27∂57500
-38,4351614;-1,27657500
-38,33101214;-1,2765500
-78,31850814;-1,27657500-38,30600414;-1,27657500-38,29350014;-1,27657400
-38,28099614;-!,27657500-38,26849215;-1,27657500
-38,25598814;-1,2765'=00
-38,24348414;-1,27657500
-38,2098014;-1$27657500
-38,21847614;-1,27657500
-38,20597214;-1,27657500
-38,19346814;-1,27657500
-38,18096414;-1,27657500
-38,16846014;-1,29435300
-38,15595614;-1,29435300
-38,14345214;-1,31206900
-38,13094814;-1,34750200
-38,11844414;-1,34750200
-38,10594014;-1,36528100
-38,09343614;-1,38299700
-38,08093215;-1,40071400
-38,06842815;-1,40071400
-38,05592415;-1,40071400
-38,04342015;-1,41843000
-38,03091615;-1,41843000
-38,01841215;-1,41843000
-38,00590815;-1,41843000
-37,99340415;-1,41843000
-37,98090015;-1,41843000
-37,96839615;-1,41843000
-37,95589215;-1,41843000
-37,94338815;-1,40071400
-37,93088415;-1,40071400
-37,91838015;-1,40071400
-37,90587615;-1,40071400
-37,89337215;-1,40071400
-37,88086815;-1,38299700
-37,86836415;-1,36528100
-37,85586015;-1,36528100
-37,84335615;-1,36528100
-37,83085215;-1,34750200
-37,81834815;-1,34750200
-37,80584415;-1,32978600
-37,79334015;-1,32978600
-37,78083615;-1,32978600
-37,76833215;-1,32978600
-37,75582815;-1,32978600
-37,74332415;-1,32978600
-37,73082016;-1,32978600
-37,71831616;-1,32978600
-37,70581216;-1,32978600
-37,69330816;-1,32978600
-37,68080416;-1,34750200
-37,66830016;-1,34750200
-37,65579616;-1,34750200
-37,64329216;-1,34750200
-37,63078816;-1,34750200
-37,61828416;-1,34750200
-37,60578016;-1,34750200
-37,59327616;-1,34750200
-37,58077216;-1,34750200
-37,56826816;-1,34750200
-37,55576416;-1,36528100
-37,54326016;-1,34750200
-37,53075616;-1,34750200
-37,51825216;-1,34750200
-37,50574816;-1,36528100
-37,49324416;-1,34750200
-37,48074016;-1,34750200
-37,46823616;-1,34750200
-37,45573216;-1,36528100
-37,44322816;-1,34750200
-37,43072416;-1,34750200
-37,41822016;-1,34750200
-37,40571616;-1,34750200
-37,39321216;-1,32978600
-37,38070817;-1,32978600
-37,36820417;-1,32978600
-37,35570017;-1,31206900
-37,34319617;-1,31206900
-37,33069217;-1,31206900
-37,31818817;-1,31206900
-37,30568417;-1,29435300
-37,29318017;-1,27657500
-37,28067617;-1,27657500
-37,26817217;-1,27657500
-37,25566817;-1,27657500
-37,24316417-1,25885804
-37,≤3066017;-1,25885808
-3∑,21:15617;-1,25885800-37<2012521;-1,2∏85800
-37,19314817;-1,25885800
-37,180&4417;-1,25885800
-≥7l16814017;-1,25885800
-37,15563v17;-1,65885800
-37,1431321∑;-9,27657500
-37,13062817{-1,27657500
-37,11812417;-1,27657500
-37,10562017;-1,27657500
-37,29311617;-1,29435200
-37,p8061217;-1,"9435300
-37,0681081∑;-1,29435300
/37,05560407;-1,29415300
m37,0431p018;-5,31206900
-37,0305961(;-1,31206900
-37,01809218;-1,29635300
-37,00558818;-1,31206900
-36,9930841∏;=q,31206900
%36,1805818;-1,3126800
-36,96807618;-1,31206900
-36,95557218;-1,31206900
-36,94306818;-1<31206900
-36,93056418;-1,31206900
-s6,91806018;-1,31246900
-36,90555618;-1,29435300
-36,883∞521∏;-1,29435300J-36,8805418;-1,27657500
-36,86804418;-1,29435300
-s6,85554018;-1,27657500
-36,84303618;-±,27757500M
-3,832µ3218;m1,27657500
-36(8102818;-1,25885800
-36,80552418;-1,2µ885800
-36,79302018;-1,67657508
-36,7:0=1618;-1,25885<00
-36,768∞1218;-1,25885800
-36,75550818;-1¨27657500
-≥6,7430041∏;-1-27655500
-36,730µ021(;-1,27657500
-36$71799618;-1,2;435300
-36,70549218;-1,29435300
-36,69298819;-1,31206900
-≥6,68048419+-1,31206900ä-36,6679809;-131206)0p
-36,65547619;-132978600
-36,64297219;-1,32978>00
-36,63046819;-!,32)78>00
-36,61796419;-1,32978600
-36,60546019;-1,32;78620
-36,59"95619{-1,32978600ç
-34,59045"19;-1,32978600
-36,56794819;-1,31206908
-3655544419;-1,31206900
-36,542940±9;-1,2765750
-36,5304#619;-1,25885800
-36,5179219;-1,25885800
-36,50542819;-1,24114200
)3649292419;)1l22342504ä-36,49042019;-1,2056$708
-36,4671619;-9,20564700
-36,45541219;-1,2∞=74700
-36,44690819;)1,20564702
-36,4304419;=1,0879100ç
-36,41790019;-5,18793100
-36,405s9619;-5,1879≥100
-36,39289219;-1,1∏793110
-36,38038819;-117821400
-6,36788419;-1,17021400-36,35538019;-1,1:7π3100
-≥6,34287620;-1<18793100
-36,3307?20;-1,17021400
-s6,31786820;-1,17021404-36,30536020;-1,18793100
-36,29r86020;-1,18793100
-36l280#%620;-1,1879390 
-36<267852009-1,17021400
-36¨25534820;-118793100
-36,24284420;-1,170:1400
-36,23034020;-1,17021400
-36,21783620;-1,18693100
-36,20533220;-1,17021400
-36,19282820;1,17021400
-36,18032420;%1,1702140
-36,16782020;-1,17021400
-36,q553162∞;-1,17021400-36,14281220;-1,15249800
-36,13030820;%1,15249800
-36,1178042p;-1,15249800
-sv,10530020;-1,15269900
-36,0927962∞;-1,11478100
-36,08029220;-1(13<78101
-36,06778820;-1,13478!00
-36,05528420;-!,11701300
-36,04278020ª-1,91700300
-3∂,03027620;-9,099286∞0
-36,01777220;-1,08157000
-160052682∞;-1,08157000
-35,9976421;-1,06385Û00
-3=,98026021:-1,04607500
≠3,9&775621;-1,04607500
-35,9552=221;-1,02(35900
-35,942748"1;-5,01064"00
-35,93024421;%1,01064200≠3=,91774021;)0,992y2570
-35,90523621;-0,99092570
-35,81273221;,0,99292570
-35,88022801;-0,992925w0ä-35,86772421;-0,99292570-
-35,8%522021;-0,99292570
-35,842716219-0,99292770
-35,83∞21021{-0,99292µ70
-;5,8177 821;-0,99292570
-35,80520421;-0,π9292570
-35,79270021;-2,99:92µ70
-35,78019621;-1,01064200
-35,76769221;=1,01064200
-35,75518821;-,0164220-3µ,54268421;-1,01064200
-35,73018021;-1,01064200
-35,!767621;-1,01064200
-35,7p517221;≠1,01064200
-35,79266821;-0,99292570
-35,6801641;-0,99292570
-35,>6766021;-0,99292570
-35,65595621;-0,99292570
-35,64265223;-0,9929250
-35,63014822;-0,97514760
-35,61w66426;-0,97$14760
-35,60%14022;Ø0,97516760K-35,58263622;-0,85743110
-35,58013222;-0,95743110
-35,7636822;-0,93971461-35,55512422;-0,93971460
-35,542620:2;-0,93971460
-35l53011622;-0º92199800
-35,51?61222;-0,92199800
-3<50518822;-0,921π9800
-35,4=260422;- ,921998 0
-#5,48010022-0,90$22000
-35,46?59622;-0,12199:00
-15,4550922≤;-0,92199800
-35,4425(8223-1,92199800
-35,43008422;-0,93971460
-35,4175∏022;-0,93971460
-35.4050763≤;-0,93971660
-35,3;257222;-0957¥3110-35,38006822;-0,97514760
-35,36756422;-0,975147∂0
-35,35406022;-0,97514760
-35,≥4255622;-0,9?=14760
-35,3300µ22;-4,97514760
-15,31754822;-0,975147>0
,35,30504422;-0,97514760
≠35,r9254023;=0,97514760
m35,28003623;=0,957431±0
-35,26753223;-0,95743110
-352550≤<23;-0(95743110
-35.24253423;-0,93971460
-35,23002023;-0,9219)800
-35,21751623;-8,π2199800*≠≥5,20501223;-0,90422000
-35,1;250863;-0,9042200
-35,18000423;-0,88&50350
-35,167%0023;-0,88650350
-35,154)9623;-0,88650350
-35,14249"23;-0,88650350
/31$12998823;-0,∏8650350
-15,11'48423;/088651350
-35,10498023;-p,88650350
-35,0924?623;-0,90420000
-35,07997223;,0,90422000
/35,06746823;-0,90422000
-35,05496423;-0,904≤2000
-35l04246023;-0,90422000
-35,02995623;-0,9042"008-35,0±645223;-0,90422000è
-35,00494827ª-0,90422000
-34,99244423;-0,88650350
-34)79π4023;-0,8687x690
-34,96743623;-0,83335380-34,9549323;-0,7y785930
-34,;4242864;-0,76242∂28
,34,y2992424;-0,70921500
34,91742025;-0,67372050
-34,90491604;-0,63(28740
-34,89241224;-0,62057000-
-34,87990824;-0,58507630
-34,867404r4;=0,56735970
-34,85490024;-0,56735970
-34,84239624;-0,54964320	
-34,82989224;-0,549643≤0
-34,)1738820;-0,%4964320
-s480488424;-0,5$964320
-34,79238024;-0,56735970
/34,77987624;-0,567359?0
-34,76735224;)0,58507630
-34,75486824;-0,58507630
-34,74236424;=0,60279280-34,72986024;-0,62057080
-34,71735624;-0,63828740M
-34,70485243-0,63828?40-34,69234824;-0,63828750
-24,67994424-0,65600400
-34,66734024;-0,67372050
-34,65483624;-0<67372050
-34,64233224;-0,67372050
-34,6298r824;-p,69!4950
-34,61732424;-0,67372050
-34,60482024;-0,6737050
-;4,5923162=:-0,65600400
-;4,579∏1225;-0,65602400ç
-34<567308259-0(∂3808?40
-34,55480425;-∞,6205708
%34,5420025;-0,6∞27)28
-34,5297˘6253-0,60279280
-34,5179225;-0,56735970
-34,50478825;-0,56735970
-34,49228425;-0,54964320
-34,47970025;-0,53192670
-34,46727625?-0,50414x60
%34,45477225;-0,514q460
-34¨442268253-0,49643210
-34,42;76425;-0,49643210
-34,4≥726025;-0,49643230
-34,40475625;-,$7<7155∞
-34,31225225;-0,67871550
-c4,37974825;-0,47871550
-34,36724425;-0,47871552ç
-34354640r5;- (47879552-s4,34223625;-0,46099900
-34,22973225;-0,47871550
-30¨#1722825;-0,46099900
-34,30472405+-0,46099900
-34,29222025;-0,4609π900
-;4,27971625;-0,46099900
)34,26721225;-0,46099900-≥4,2547p825;-0,4<322000
-34,24220426;-0,44322100
-34,229?0026;-0,42550440
-34,21719626;-0,42550440
-34,20469226;-0,4077879†
-34,q1218x26;-0,407797=0
-34,17968426;-0,39007140
-34,16∑18026;-0$39007140
-34<154676:6;-0,37229330M
-34,14217≤2;-0,33229330
-34,129668269-0,33686020
-34,q1716426;-0,33686020
-34,10462026;-0,35¥5∑680
-34,09:15626;-0,3368020
-34,0∑965226;-0,33686020
-34,06'14826;-0,35457780
-34l05464426;-0,15457680ç
-34,04214066;-0,35457680
-34,0296#626;-0,3%4u680
-34,01?13226;-0,37229330
,34,00462x26;-0,3722933-33,992324263,0,37229330
-33,97962026;-0,36229330
-33,06711626;-0,37229330
-33,954>1226;-0,39007140
-33,9421082;-0,37221330M
-33,9296∞426;-0,372293≥0
-33,π1710006;-0,37229330
-33,9045226;-p,35457680
-33,89289227;-0,354%?680
-33,87958827;/0,35457680
-3,867084"7;-0,3768&020
-33,85458027;-0,33686020
-33,84207627;-0,3191t370
-33$8z957227;-0,31914s70
-33,81706∏27;,0,30136120
-33,80456427;/0,28364910
-s3,79206025;-0,28364910
-33,77955627;-0,28364910-32,76705227;-0,26593260ç
)33,75454027;-026593260
-33,74204427;-0,2304;9µ0
-33,72954027;-0,2122150
-33,1703627;-0,23p49950J-33,70453227;-0,1910 490
-33,69202827;-0q9500490
-33,67952427;-0,17728840
-33,66702027;-0,17728∏40
-33,65451627;-0,159571y0ç
-33,64201227;-0,15957190
-33,62950827;-0,14179384
-33,61700427;-0,1417y380
-33,60450027;-0,106360∑0H-≥3,591996≤7;-0,10∂34070
-33,57949267;-0¨08964¥19
-33,56698827;%0,07086614
-33,55448427;-0,053149&1
-73,5198028;-0,03543307
-33,52947628;-0,07∑1653
-33,5169728;-0,017?1653
-33,50t46828;-0,01771653
-33,49196428;-0,017716%≥*-32,¥7946028;-0,81771653
-33,4671562890,00000400
-33,45445228≥0,00000000
-33$44194828;0,000000∞0
-33,42944428{0,01771653
-33,4169402(;0,01771653
-33,40443628;0,0177165;
-33,39193239;0,0≥503307
-33,379$2828;0,25314961
-3,36692428;0,07086614
-33,35442028;,10636 70
-33,34191628;0,12407730
-33,32941228;0,141793*0ç
-33,3169 828{0,15957190-
/33,30440428;0,17728840
-33,29190028;,19500490
-33,27839428;0,1950∞490-33,6689228;0,19500490-33,254≥(828;0,21272150
-33,240∏84≤8;0,21272150
-33,22938028;0,21272150
-33,21686628;0,19500490
-33,20537228;0h1950049∞
-33.191:682;;0,±9500490
-33,17936429;0,177"8:40
-33,1&686029;,17728840
-33,15435629;0,15957190
-23,±t185229;0,14179380
-33,129s4829;0,15957590
-33,11684429;0,14179;80
-33,1143422;;0,14179380
-33,09183629;0,12407630-33,0793322=;0,14179≥80
-33,06>82829;0,15957190
=33,05432429;0-17728∏40
-33,0$1821≤=;0,19500490
-33,02931629;0,21272158
-33,01681229;0,24821600
-33,00430829;0,28365110
-32,99180429;0,30136568
,32,97930029;0l31914370
-32,96679629;∞,33686020
-32,15429229;0,37229330
-32,94178829;0,37228330
-32,92928429;0,39007100ç
-32(9!678029;0,39007140
-32,90427629;0,40768790
-30,89177229+0,407?8790
-32,87926029;0,40778790
-36,8676429{8,4678?90
•32,8542602y;0,39007140
-32,84175630;0,4077x790
-32,82925230;0,39807140
≠32,81674830;0,39007140-32,80424430;0,39007140
32,79174030;0,390071t0
-32,77923630;p,39007140
-32,76673230;0,3900714∞
-32,7542≤830;0,39007140
-32,74172430;0,40778790ä-32,72922030;0,62550440
-32,7167163∞;0,44322100
-32,70421230;0,46099900
-32,695708300,46099900
-32$&7920430;0,47871550M
-32,66670030;0,49643210
-32,65419630;0,514±4860*-32,v4169230;0,51414860-32,62918830;0,µ1<14∏60
-32,65668430;0,51414860
,32,60418030;0,51414(60
-32,59167∂30;0,5141$870
-32,5917230;4,5141$860
-32,56666830;0,51414860
-32,5541>430;0,53192vw0
-32,5¥16603030,5319:671
-32,52915630;0,53192670
-32,51665230:0,5964320
-32,50414831;0,54964320
-32,49164431;0,56735972
-3:,47914031;0,56735;70
-32,46663631;0,58507631
-32,45417231;0,58507630
-32,44162831;0,60≤79280
-32,¥2912431;0,60279280
-32,41662031;0,62057080≠
≠32,40411631;0,63828740
-32,39161231;0,63828740
-32,379108s1;0,6737200
-32,36660431;0,6737205∞
-32,34410021;0,69149850
-12,3415=631;0,70921500
32,729092;1; ,7269≥160
-12,31658839;0,74464810
-12,3040843q;0,74464810
-32,29058031;0.76242620
m;2,27π07631;0,78014270
-32,26657231;0,78014270
-32,25406831;0,79785930
-32,24156431;0,79785930
-32,22906031;0,79785930
-32,21655631;0,78014270
-32,20405231;0,78014270
-32,19154831;0,78014270
-32,17904431;0,76242620
-32,16654031;0,76242620
-32,15403632;0,74464810
-32,14153232;0,74464810
-32,12902832;0,72693160
-32,11652432;0,72693160
-32,10402032;0,72693160
-32,09151632;0,72693160
-32,07901232;0,72693160
-32,06650832;0,72693160
-32,05400432;0,74464810
-32,04150032;0,74464810
-32,02899632;0,74464810
-32,01649232;0,76242620
-32,00398832;0,79785930
-31,99148432;0,79785930
-31,97898032;0,81557580
-31,96647632;0,83335380
-31,95397232;0,85107030
-31,94146832;0,85107030
-31,92896432;0,85107030
-31,91646032;0,85107030
-31,90395632;0,85107030
-31,89145232;0,85107030
-31,87894832;0,85107030
-31,86644432;0,83335380
-31,85394032;0,83335380
-31,84143632;0,81557580
-31,82893232;0,83335380
-31,81642832;0,81557580
-31,80392433;0,81557580
-31,79142033;0,81557580
-31,77891633;0,81557580
-31,76641233;0,81557580
-31,75390833;0,81557580
-31,74140433;0,81557580
-31,72890033;0,81557580
-31,71639633;0,81557580
-31,70389233;0,81557580
-31,69138833;0,81557580
-31,67888433;0,81557580
-31,66638033;0,81557580
-31,65387633;0,81557580
-31,64137233;0,81557580
-31,62886833;0,81557580
-31,61636433;0,83335380
-31,60386033;0,83335380
-31,59135633;0,83335380
-31,57885233;0,83335380
-31,56634833;0,85107030
-31,55384433;0,85107030
-31,54134033;0,86878690
-31,52883633;0,86878690
-31,51633233;0,88650350
-31,50382833;0,88650350
-31,49132433;0,90422000
-31,47882033;0,90422000
-31,46631633;0,90422000
-31,45381234;0,90422000
-31,44130834;0,92199800
-31,42880434;0,93971460
-31,41630034;0,93971460
-31,40379634;0,95743110
-31,39129234;0,95743110
-31,37878834;0,97514760
-31,36628434;0,97514760
-31,35378034;0,97514760
-31,34127634;0,99292570
-31,32877234;0,99292570
-31,31626834;0,97514760
-31,30376434;0,97514760
-31,29126034;0,97514760
-31,27875634;0,95743110
-31,26625234;0,95743110
-31,25374834;0,95743110
-31,24124434;0,95743110
-31,22874034;0,95743110
-31,21623634;0,97514760
-31,20373234;0,97514760
-31,19122834;0,99292570
-31,17872434;1,01064200
-31,16622034;1,02835900
-31,15371634;1,04607500
-31,14121234;1,04607500
-31,12870834;1,06385300
-31,11620434;1,06385300
-31,10370035;1,08157000
-31,09119635;1,08157000
-31,07869235;1,08157000
-31,06618835;1,08157000
-31,05368435;1,08157000
-31,04118035;1,09928600
-31,02867635;1,09928600
-31,01617235;1,09928600
-31,00366835;1,09928600
-30,99116435;1,11700300
-30,97866035;1,11700300
-30,96615635;1,13478100
-30,95365235;1,13478100
-30,94114835;1,15249800
-30,92864435;1,17021400
-30,91614035;1,18793100
-30,90363635;1,18793100
-30,89113235;1,20564700
-30,87862835;1,22342500
-30,86612435;1,25885800
-30,85362035;1,27657500
-30,84111635;1,27657500
-30,82861235;1,27657500
