Temps;Canal o
(ms);(V)

-38,59359613;-8,80967000
-38,58109213;-8,80967000
-38,56858813;-8,80967000
-38,55608413;-8,80967000
-38,54358013;-8,80967000
-38,53107613;-8,80967000
-38,51857213;-8,80967000
-38,50606813;-8,80967000
-38,49356413;-8,80967000
-38,48106013;-8,80967000
-38,46855613;-8,80967000
-38,45605213;-8,80967000
-38,44354813;-8,80967000
-38,43104414;-8,80967000
-38,41854014;-8,80967000
-38,40603614;-8,80967000
-38,39353214;-8,80967000
-38,38102814;-8,80967000
-38,36852414;-8,80967000
-38,35602014;-8,80967000
-38,34351614;-8,80967000
-38,33101214;-8,80967000
-38,31850814;-8,98622000
-38,30600414;-8,80967000
-38,29350014;-8,80967000
-38,28099614;-8,80967000
-38,26849214;-8,80967000
-38,25598814;-8,80967000
-38,24348414;-8,80967000
-38,23098014;-8,80967000
-38,21847614;-8,80967000
-38,20597214;-8,98622000
-38,19346814;-9,16215500
-38,18096414;-9,16215500
-38,16846014;-9,51464100
-38,15595614;-9,86712600
-38,14345214;-9,86712600
-38,13094814;-10,04306000
-38,11844414;-9,86712600
-38,10594014;-9,86712600
-38,09343614;-9,86712600
-38,08093215;-9,86712600
-38,06842815;-9,86712600
-38,05592415;-9,86712600
-38,04342015;-9,86712600
-38,03091615;-9,86712600
-38,01841215;-9,86712600
-38,00590815;-9,86712600
-37,99340415;-9,86712600
-37,98090015;-9,86712600
-37,96839615;-9,69119100
-37,95589215;-9,69119100
-37,94338815;-9,51464100
-37,93088415;-9,33870600
-37,91838015;-9,51464100
-37,90587615;-9,33870600
-37,89337215;-9,16215500
-37,88086815;-9,16215500
-37,86836415;-9,16215500
-37,85586015;-9,16215500
-37,84335615;-9,16215500
-37,83085215;-9,16215500
-37,81834815;-9,16215500
-37,80584415;-9,16215500
-37,79334015;-9,16215500
-37,78083615;-9,16215500
-37,76833215;-9,16215500
-37,75582815;-9,16215500
-37,74332415;-9,33870600
-37,73082016;-9,51464100
-37,71831616;-9,33870600
-37,70581216;-9,33870600
-37,69330816;-9,33870600
-37,68080416;-9,33870600
-37,66830016;-9,33870600
-37,65579616;-9,33870600
-37,64329216;-9,33870600
-37,63078816;-9,33870600
-37,61828416;-9,33870600
-37,60578016;-9,33870600
-37,59327616;-9,33870600
-37,58077216;-9,33870600
-37,56826816;-9,33870600
-37,55576416;-9,51464100
-37,54326016;-9,33870600
-37,53075616;-9,33870600
-37,51825216;-9,33870600
-37,50574816;-9,33870600
-37,49324416;-9,33870600
-37,48074016;-9,33870600
-37,46823616;-9,33870600
-37,45573216;-9,16215500
-37,44322816;-9,16215500
-37,43072416;-9,16215500
-37,41822016;-9,16215500
-37,40571616;-9,16215500
-37,39321216;-8,98622000
-37,38070817;-8,98622000
-37,36820417;-8,98622000
-37,35570017;-8,80967000
-37,34319617;-8,80967000
-37,33069217;-8,80967000
-37,31818817;-8,80967000
-37,30568417;-8,63373600
-37,29318017;-8,63373600
-37,28067617;-8,63373600
-37,26817217;-8,63373600
-37,25566817;-8,63373600
-37,24316417;-8,63373600
-37,23066017;-8,63373600
-37,21815617;-8,63373600
-37,20565217;-8,63373600
-37,19314817;-8,80967000
-37,18064417;-8,98622000
-37,16814017;-9,16215500
-37,15563617;-8,98622000
-37,14313217;-8,98622000
-37,13062817;-9,16215500
-37,11812417;-9,16215500
-37,10562017;-9,16215500
-37,09311617;-8,98622000
-37,08061217;-8,98622000
-37,06810817;-9,16215500
-37,05560417;-8,98622000
-37,04310018;-9,16215500
-37,03059618;-8,98622000
-37,01809218;-9,16215500
-37,00558818;-9,16215500
-36,99308418;-9,16215500
-36,98058018;-9,16215500
-36,96807618;-9,16215500
-36,95557218;-8,98622000
-36,94306818;-8,80967000
-36,93056418;-8,80967000
-36,91806018;-8,80967000
-36,90555618;-8,80967000
-36,89305218;-8,80967000
-36,88054818;-8,80967000
-36,86804418;-8,80967000
-36,85554018;-8,80967000
-36,84303618;-8,80967000
-36,83053218;-8,80967000
-36,81802818;-8,80967000
-36,80552418;-8,80967000
-36,79302018;-8,80967000
-36,78051618;-8,80967000
-36,76801218;-8,98622000
-36,75550818;-9,16215500
-36,74300418;-9,16215500
-36,73050018;-9,16215500
-36,71799618;-9,16215500
-36,70549218;-9,16215500
-36,69298819;-9,33870600
-36,68048419;-9,33870600
-36,66798019;-9,33870600
-36,65547619;-9,33870600
-36,64297219;-9,33870600
-36,63046819;-9,16215500
-36,61796419;-9,16215500
-36,60546019;-8,98622000
-36,59295619;-8,80967000
-36,58045219;-8,63373600
-36,56794819;-8,63373600
-36,55544419;-8,10531500
-36,54294019;-8,10531500
-36,53043619;-8,10531500
-36,51793219;-8,10531500
-36,50542819;-8,10531500
-36,49292419;-8,10531500
-36,48042019;-8,10531500
-36,46791619;-8,10531500
-36,45541219;-8,10531500
-36,44290819;-8,28125000
-36,43040419;-8,10531500
-36,41790019;-8,10531500
-36,40539619;-8,28125000
-36,39289219;-8,10531500
-36,38038819;-8,10531500
-36,36788419;-8,10531500
-36,35538019;-8,10531500
-36,34287620;-8,10531500
-36,33037220;-8,10531500
-36,31786820;-8,10531500
-36,30536420;-8,10531500
-36,29286020;-8,10531500
-36,28035620;-8,10531500
-36,26785220;-8,10531500
-36,25534820;-8,10531500
-36,24284420;-8,28125000
-36,23034020;-8,10531500
-36,21783620;-8,10531500
-36,20533220;-7,92876500
-36,19282820;-8,10531500
-36,18032420;-7,92876500
-36,16782020;-7,92876500
-36,15531620;-7,92876500
-36,14281220;-7,92876500
-36,13030820;-7,75283000
-36,11780420;-7,75283000
-36,10530020;-7,75283000
-36,09279620;-7,75283000
-36,08029220;-7,57628000
-36,06778820;-7,40034400
-36,05528420;-7,22379400
-36,04278020;-7,22379400
-36,03027620;-7,22379400
-36,01777220;-7,22379400
-36,00526820;-7,04785900
-35,99276421;-6,87192400
-35,98026021;-6,87192400
-35,96775621;-6,69537400
-35,95525221;-6,69537400
-35,94274821;-6,69537400
-35,93024421;-6,69537400
-35,91774021;-6,69537400
-35,90523621;-6,87192400
-35,89273221;-6,87192400
-35,88022821;-7,04785900
-35,86772421;-7,04785900
-35,85522021;-7,04785900
-35,84271621;-7,04785900
-35,83021221;-7,22379400
-35,81770821;-7,04785900
-35,80520421;-7,04785900
-35,79270021;-7,04785900
-35,78019621;-7,04785900
-35,76769221;-7,04785900
-35,75518821;-7,04785900
-35,74268421;-7,04785900
-35,73018021;-6,87192400
-35,71767621;-6,87192400
-35,70517221;-6,87192400
-35,69266821;-6,87192400
-35,68016421;-6,69537400
-35,66766021;-6,69537400
-35,65515621;-6,69537400
-35,64265222;-6,69537400
-35,63014822;-6,51943900
-35,61764422;-6,51943900
-35,60514022;-6,51943900
-35,59263622;-6,51943900
-35,58013222;-6,34288900
-35,56762822;-6,16695400
-35,55512422;-6,16695400
-35,54262022;-6,16695400
-35,53011622;-6,16695400
-35,51761222;-6,34288900
-35,50510822;-6,34288900
-35,49260422;-6,34288900
-35,48010022;-6,51943900
-35,46759622;-6,51943900
-35,45509222;-6,87192400
-35,44258822;-6,87192400
-35,43008422;-6,87192400
-35,41758022;-6,87192400
-35,40507622;-6,87192400
-35,39257222;-6,87192400
-35,38006822;-6,87192400
-35,36756422;-6,69537400
-35,35506022;-6,69537400
-35,34255622;-6,69537400
-35,33005222;-6,69537400
-35,31754822;-6,69537400
-35,30504422;-6,51943900
-35,29254023;-6,51943900
-35,28003623;-6,34288900
-35,26753223;-6,34288900
-35,25502823;-6,34288900
-35,24252423;-5,99040400
-35,23002023;-5,99040400
-35,21751623;-5,99040400
-35,20501223;-5,99040400
-35,19250823;-6,16695400
-35,18000423;-6,16695400
-35,16750023;-6,16695400
-35,15499623;-6,16695400
-35,14249223;-6,34288900
-35,12998823;-6,34288900
-35,11748423;-6,34288900
-35,10498023;-6,51943900
-35,09247623;-6,34288900
-35,07997223;-6,34288900
-35,06746823;-6,51943900
-35,05496423;-6,34288900
-35,04246023;-6,16695400
-35,02995623;-6,16695400
-35,01745223;-5,99040400
-35,00494823;-5,81446800
-34,99244423;-4,93356300
-34,97994023;-4,40452800
-34,96743623;-3,70017200
-34,95493223;-3,70017200
-34,94242824;-3,70017200
-34,92992424;-3,70017200
-34,91742024;-3,70017200
-34,90491624;-3,52362200
-34,89241224;-3,52362200
-34,87990824;-3,52362200
-34,86740424;-3,70017200
-34,85490024;-3,87610700
-34,84239624;-3,87610700
-34,82989224;-4,05265800
-34,81738824;-4,22859200
-34,80488424;-4,22859200
-34,79238024;-4,40452800
-34,77987624;-4,40452800
-34,76737224;-4,58107800
-34,75486824;-4,58107800
-34,74236424;-4,58107800
-34,72986024;-4,58107800
-34,71735624;-4,93356300
-34,70485224;-4,75701300
-34,69234824;-4,93356300
-34,67984424;-5,10949800
-34,66734024;-4,93356300
-34,65483624;-4,58107800
-34,64233224;-4,58107800
-34,62982824;-4,58107800
-34,61732424;-4,40452800
-34,60482024;-4,22859200
-34,59231625;-4,05265800
-34,57981225;-4,05265800
-34,56730825;-3,87610700
-34,55480425;-3,70017200
-34,54230025;-3,70017200
-34,52979625;-3,52362200
-34,51729225;-3,34768700
-34,50478825;-3,34768700
-34,49228425;-3,34768700
-34,47978025;-3,17113700
-34,46727625;-3,17113700
-34,45477225;-3,34768700
-34,44226825;-3,34768700
-34,42976425;-3,34768700
-34,41726025;-3,34768700
-34,40475625;-3,34768700
-34,39225225;-3,34768700
-34,37974825;-3,34768700
-34,36724425;-3,34768700
-34,35474025;-3,17113700
-34,34223625;-3,17113700
-34,32973225;-3,17113700
-34,31722825;-3,17113700
-34,30472425;-3,17113700
-34,29222025;-3,17113700
-34,27971625;-2,99520200
-34,26721225;-2,81926700
-34,25470825;-2,81926700
-34,24220426;-2,81926700
-34,22970026;-2,64271600
-34,21719626;-2,64271600
-34,20469226;-2,64271600
-34,19218826;-2,46678100
-34,17968426;-2,29023100
-34,16718026;-2,29023100
-34,15467626;-2,29023100
-34,14217226;-2,29023100
-34,12966826;-2,29023100
-34,11716426;-2,46678100
-34,10466026;-2,46678100
-34,09215626;-2,46678100
-34,07965226;-2,46678100
-34,06714826;-2,64271600
-34,05464426;-2,81926700
-34,04214026;-2,81926700
-34,02963626;-2,81926700
-34,01713226;-2,81926700
-34,00462826;-2,81926700
-33,99212426;-2,81926700
-33,97962026;-2,64271600
-33,96711626;-2,64271600
-33,95461226;-2,46678100
-33,94210826;-2,46678100
-33,92960426;-2,46678100
-33,91710026;-2,29023100
-33,90459626;-2,29023100
-33,89209227;-2,11429600
-33,87958827;-2,11429600
-33,86708427;-2,11429600
-33,85458027;-1,93774600
-33,84207627;-1,93774600
-33,82957227;-1,76181100
-33,81706827;-1,76181100
-33,80456427;-1,76181100
-33,79206027;-1,76181100
-33,77955627;-1,40932600
-33,76705227;-1,40932600
-33,75454827;-1,23339100
-33,74204427;-1,23339100
-33,72954027;-1,23339100
-33,71703627;-1,23339100
-33,70453227;-1,05684100
-33,69202827;-1,05684100
-33,67952427;-1,05684100
-33,66702027;-0,88090550
-33,65451627;-0,70435530
-33,64201227;-0,70435530
-33,62950827;-0,35187010
-33,61700427;-0,35187010
-33,60450027;-0,35187010
-33,59199627;-0,17593500
-33,57949227;0,52842030
-33,56698827;-0,17593500
-33,55448427;-0,17593500
-33,54198028;-0,17593500
-33,52947628;-0,17593500
-33,51697228;0,00000000
-33,50446828;0,00000000
-33,49196428;0,00000000
-33,47946028;0,00000000
-33,46695628;0,17593500
-33,45445228;0,17593500
-33,44194828;0,17593500
-33,42944428;0,17593500
-33,41694028;0,35187010
-33,40443628;1,05684100
-33,39193228;1,23339100
-33,37942828;1,40932600
-33,36692428;1,58526100
-33,35442028;1,58526100
-33,34191628;1,58526100
-33,32941228;1,58526100
-33,31690828;1,40932600
-33,30440428;1,40932600
-33,29190028;1,40932600
-33,27939628;1,40932600
-33,26689228;1,40932600
-33,25438828;1,23339100
-33,24188428;1,05684100
-33,22938028;1,05684100
-33,21687628;1,05684100
-33,20437228;0,88090550
-33,19186829;0,88090550
-33,17936429;0,88090550
-33,16686029;0,70435530
-33,15435629;0,70435530
-33,14185229;0,52842030
-33,12934829;0,70435530
-33,11684429;0,70435530
-33,10434029;0,88090550
-33,09183629;1,76181100
-33,07933229;2,11429600
-33,06682829;2,11429600
-33,05432429;2,11429600
-33,04182029;2,29023100
-33,02931629;2,46678100
-33,01681229;2,64271600
-33,00430829;2,64271600
-32,99180429;2,81926700
-32,97930029;2,81926700
-32,96679629;2,81926700
-32,95429229;2,99520200
-32,94178829;2,81926700
-32,92928429;2,81926700
-32,91678029;2,64271600
-32,90427629;2,64271600
-32,89177229;2,64271600
-32,87926829;2,64271600
-32,86676429;2,46678100
-32,85426029;2,64271600
-32,84175630;2,64271600
-32,82925230;2,64271600
-32,81674830;2,46678100
-32,80424430;2,64271600
-32,79174030;2,64271600
-32,77923630;2,81926700
-32,76673230;2,99520200
-32,75422830;3,17113700
-32,74172430;3,34768700
-32,72922030;3,52362200
-32,71671630;3,70017200
-32,70421230;3,70017200
-32,69170830;3,70017200
-32,67920430;3,70017200
-32,66670030;3,52362200
-32,65419630;3,52362200
-32,64169230;3,52362200
-32,62918830;3,52362200
-32,61668430;3,34768700
-32,60418030;3,52362200
-32,59167630;3,70017200
-32,57917230;3,70017200
-32,56666830;3,70017200
-32,55416430;3,87610700
-32,54166030;3,87610700
-32,52915630;3,87610700
-32,51665230;4,05265800
-32,50414831;4,05265800
-32,49164431;4,22859200
-32,47914031;4,22859200
-32,46663631;4,22859200
-32,45413231;4,40452800
-32,44162831;4,58107800
-32,42912431;4,58107800
-32,41662031;4,58107800
-32,40411631;4,93356300
-32,39161231;4,93356300
-32,37910831;5,10949800
-32,36660431;5,10949800
-32,35410031;5,28604800
-32,34159631;5,46198300
-32,32909231;5,46198300
-32,31658831;5,46198300
-32,30408431;5,46198300
-32,29158031;5,63853400
-32,27907631;5,46198300
-32,26657231;5,46198300
-32,25406831;5,28604800
-32,24156431;5,10949800
-32,22906031;5,10949800
-32,21655631;4,93356300
-32,20405231;4,93356300
-32,19154831;4,93356300
-32,17904431;4,75701300
-32,16654031;4,75701300
-32,15403632;4,75701300
-32,14153232;4,75701300
-32,12902832;4,93356300
-32,11652432;4,93356300
-32,10402032;5,10949800
-32,09151632;5,10949800
-32,07901232;5,10949800
-32,06650832;5,28604800
-32,05400432;5,46198300
-32,04150032;5,46198300
-32,02899632;5,81446800
-32,01649232;6,16695400
-32,00398832;6,16695400
-31,99148432;6,16695400
-31,97898032;5,99040400
-31,96647632;5,81446800
-31,95397232;5,81446800
-31,94146832;5,81446800
-31,92896432;5,63853400
-31,91646032;5,63853400
-31,90395632;5,46198300
-31,89145232;5,63853400
-31,87894832;5,46198300
-31,86644432;5,46198300
-31,85394032;5,46198300
-31,84143632;5,46198300
-31,82893232;5,46198300
-31,81642832;5,46198300
-31,80392433;5,46198300
-31,79142033;5,46198300
-31,77891633;5,46198300
-31,76641233;5,46198300
-31,75390833;5,46198300
-31,74140433;5,46198300
-31,72890033;5,46198300
-31,71639633;5,46198300
-31,70389233;5,46198300
-31,69138833;5,63853400
-31,67888433;5,63853400
-31,66638033;5,63853400
-31,65387633;5,63853400
-31,64137233;5,81446800
-31,62886833;5,81446800
-31,61636433;5,81446800
-31,60386033;5,81446800
-31,59135633;5,99040400
-31,57885233;5,99040400
-31,56634833;6,16695400
-31,55384433;6,16695400
-31,54134033;6,16695400
-31,52883633;6,34288900
-31,51633233;6,16695400
-31,50382833;6,34288900
-31,49132433;6,34288900
-31,47882033;6,51943900
-31,46631633;6,51943900
-31,45381234;6,69537400
-31,44130834;6,69537400
-31,42880434;6,69537400
-31,41630034;6,69537400
-31,40379634;6,69537400
-31,39129234;6,87192400
-31,37878834;7,04785900
-31,36628434;6,87192400
-31,35378034;6,69537400
-31,34127634;6,69537400
-31,32877234;6,51943900
-31,31626834;6,34288900
-31,30376434;6,16695400
-31,29126034;6,16695400
-31,27875634;6,34288900
-31,26625234;6,51943900
-31,25374834;6,69537400
-31,24124434;6,87192400
-31,22874034;6,87192400
-31,21623634;7,04785900
-31,20373234;7,40034400
-31,19122834;7,57628000
-31,17872434;7,57628000
-31,16622034;7,57628000
-31,15371634;7,40034400
-31,14121234;7,40034400
-31,12870834;7,57628000
-31,11620434;7,40034400
-31,10370035;7,40034400
-31,09119635;7,40034400
-31,07869235;7,40034400
-31,06618835;7,40034400
-31,05368435;7,40034400
-31,04118035;7,57628000
-31,02867635;7,57628000
-31,01617235;7,75283000
-31,00366835;7,92876500
-30,99116435;8,10531500
-30,97866035;8,10531500
-30,96615635;8,10531500
-30,95365235;8,28125000
-30,94114835;8,28125000
-30,92864435;8,63373600
-30,91614035;8,80967000
-30,90363635;8,98622000
-30,89113235;8,98622000
-30,87862835;8,98622000
-30,86612435;8,98622000
-30,85362035;9,16215500
-30,84111635;8,98622000
-30,82861235;8,98622000
-30,81610835;8,98622000
-30,80360435;8,98622000
-30,79110035;8,80967000
-30,77859635;8,63373600
-30,76609235;8,63373600
-30,75358836;8,45780000
-30,74108436;8,45780000
-30,72858036;8,45780000
-30,71607636;8,45780000
-30,70357236;8,45780000
-30,69106836;8,45780000
-30,67856436;8,45780000
-30,66606036;8,45780000
-30,65355636;8,63373600
-30,64105236;8,45780000
-30,62854836;8,63373600
-30,61604436;8,45780000
-30,60354036;8,63373600
-30,59103636;8,63373600
-30,57853236;8,63373600
-30,56602836;8,80967000
-30,55352436;8,80967000
-30,54102036;8,80967000
-30,52851636;8,80967000
-30,51601236;8,98622000
-30,50350836;8,98622000
-30,49100436;8,98622000
