Temps;Canal o
(ms);(V)

-19,31242868;-6,87192400
-19,29992468;-6,69537400
-19,28742068;-6,69537400
-19,27491668;-6,69537400
-19,26241268;-6,69537400
-19,24990868;-6,69537400
-19,23740468;-6,87192400
-19,22490069;-6,87192400
-19,21239669;-6,87192400
-19,19989269;-7,04785900
-19,18738869;-7,04785900
-19,17488469;-7,04785900
-19,16238069;-7,04785900
-19,14987669;-7,04785900
-19,13737269;-6,87192400
-19,12486869;-7,04785900
-19,11236469;-7,04785900
-19,09986069;-7,04785900
-19,08735669;-7,04785900
-19,07485269;-7,04785900
-19,06234869;-7,04785900
-19,04984469;-6,87192400
-19,03734069;-6,87192400
-19,02483669;-6,87192400
-19,01233269;-6,69537400
-18,99982869;-6,69537400
-18,98732469;-6,69537400
-18,97482069;-6,51943900
-18,96231669;-6,51943900
-18,94981269;-6,51943900
-18,93730869;-6,51943900
-18,92480469;-6,34288900
-18,91230069;-6,34288900
-18,89979669;-6,34288900
-18,88729269;-6,16695400
-18,87478870;-6,16695400
-18,86228470;-6,16695400
-18,84978070;-6,16695400
-18,83727670;-6,34288900
-18,82477270;-6,34288900
-18,81226870;-6,51943900
-18,79976470;-6,51943900
-18,78726070;-6,51943900
-18,77475670;-6,87192400
-18,76225270;-7,04785900
-18,74974870;-6,87192400
-18,73724470;-6,87192400
-18,72474070;-6,87192400
-18,71223670;-6,87192400
-18,69973270;-6,87192400
-18,68722870;-6,69537400
-18,67472470;-6,69537400
-18,66222070;-6,69537400
-18,64971670;-6,69537400
-18,63721270;-6,51943900
-18,62470870;-6,51943900
-18,61220470;-6,51943900
-18,59970070;-6,34288900
-18,58719670;-6,16695400
-18,57469270;-6,16695400
-18,56218870;-5,99040400
-18,54968470;-5,99040400
-18,53718070;-5,99040400
-18,52467671;-5,99040400
-18,51217271;-6,16695400
-18,49966871;-6,16695400
-18,48716471;-6,34288900
-18,47466071;-6,34288900
-18,46215671;-6,34288900
-18,44965271;-6,34288900
-18,43714871;-6,34288900
-18,42464471;-6,34288900
-18,41214071;-6,34288900
-18,39963671;-6,34288900
-18,38713271;-6,34288900
-18,37462871;-6,34288900
-18,36212471;-6,34288900
-18,34962071;-6,16695400
-18,33711671;-5,81446800
-18,32461271;-4,93356300
-18,31210871;-4,58107800
-18,29960471;-4,40452800
-18,28710071;-3,70017200
-18,27459671;-3,70017200
-18,26209271;-3,70017200
-18,24958871;-3,70017200
-18,23708471;-3,70017200
-18,22458071;-3,52362200
-18,21207671;-3,52362200
-18,19957271;-3,52362200
-18,18706871;-3,70017200
-18,17456472;-3,87610700
-18,16206072;-4,05265800
-18,14955672;-4,05265800
-18,13705272;-4,22859200
-18,12454872;-4,40452800
-18,11204472;-4,40452800
-18,09954072;-4,58107800
-18,08703672;-4,58107800
-18,07453272;-4,58107800
-18,06202872;-4,75701300
-18,04952472;-4,75701300
-18,03702072;-4,93356300
-18,02451672;-4,75701300
-18,01201272;-4,93356300
-17,99950872;-4,75701300
-17,98700472;-4,75701300
-17,97450072;-4,75701300
-17,96199672;-4,58107800
-17,94949272;-4,40452800
-17,93698872;-4,22859200
-17,92448472;-4,22859200
-17,91198072;-4,05265800
-17,89947672;-3,87610700
-17,88697272;-3,70017200
-17,87446872;-3,70017200
-17,86196472;-3,70017200
-17,84946072;-3,34768700
-17,83695673;-3,34768700
-17,82445273;-3,34768700
-17,81194873;-3,34768700
-17,79944473;-3,17113700
-17,78694073;-3,34768700
-17,77443673;-3,34768700
-17,76193273;-3,34768700
-17,74942873;-3,34768700
-17,73692473;-3,34768700
-17,72442073;-3,34768700
-17,71191673;-3,34768700
-17,69941273;-3,34768700
-17,68690873;-3,17113700
-17,67440473;-3,17113700
-17,66190073;-3,17113700
-17,64939673;-3,17113700
-17,63689273;-3,17113700
-17,62438873;-2,99520200
-17,61188473;-2,99520200
-17,59938073;-2,99520200
-17,58687673;-2,81926700
-17,57437273;-2,81926700
-17,56186873;-2,64271600
-17,54936473;-2,64271600
-17,53686073;-2,64271600
-17,52435673;-2,46678100
-17,51185273;-2,29023100
-17,49934873;-2,29023100
-17,48684474;-2,29023100
-17,47434074;-2,29023100
-17,46183674;-2,29023100
-17,44933274;-2,46678100
-17,43682874;-2,46678100
-17,42432474;-2,46678100
-17,41182074;-2,46678100
-17,39931674;-2,64271600
-17,38681274;-2,64271600
-17,37430874;-2,81926700
-17,36180474;-2,81926700
-17,34930074;-2,81926700
-17,33679674;-2,81926700
-17,32429274;-2,81926700
-17,31178874;-2,81926700
-17,29928474;-2,64271600
-17,28678074;-2,64271600
-17,27427674;-2,46678100
-17,26177274;-2,46678100
-17,24926874;-2,29023100
-17,23676474;-2,29023100
-17,22426074;-2,29023100
-17,21175674;-2,11429600
-17,19925274;-1,93774600
-17,18674874;-1,93774600
-17,17424474;-1,93774600
-17,16174074;-1,93774600
-17,14923674;-1,76181100
-17,13673275;-1,76181100
-17,12422875;-1,58526100
-17,11172475;-1,76181100
-17,09922075;-1,40932600
-17,08671675;-1,23339100
-17,07421275;-1,23339100
-17,06170875;-1,23339100
-17,04920475;-1,23339100
-17,03670075;-1,23339100
-17,02419675;-1,05684100
-17,01169275;-1,05684100
-16,99918875;-1,05684100
-16,98668475;-0,70435530
-16,97418075;-0,70435530
-16,96167675;-0,52842030
-16,94917275;-0,35187010
-16,93666875;-0,35187010
-16,92416475;-0,17593500
-16,91166075;0,35187010
-16,89915675;0,52842030
-16,88665275;-0,17593500
-16,87414875;-0,17593500
-16,86164475;-0,17593500
-16,84914075;0,00000000
-16,83663675;0,00000000
-16,82413275;0,00000000
-16,81162875;0,00000000
-16,79912475;0,17593500
-16,78662076;0,17593500
-16,77411676;0,17593500
-16,76161276;0,17593500
-16,74910876;0,35187010
-16,73660476;0,35187010
-16,72410076;1,23339100
-16,71159676;1,23339100
-16,69909276;1,40932600
-16,68658876;1,58526100
-16,67408476;1,58526100
-16,66158076;1,58526100
-16,64907676;1,40932600
-16,63657276;1,40932600
-16,62406876;1,40932600
-16,61156476;1,40932600
-16,59906076;1,40932600
-16,58655676;1,40932600
-16,57405276;1,40932600
-16,56154876;1,05684100
-16,54904476;1,05684100
-16,53654076;0,88090550
-16,52403676;0,88090550
-16,51153276;0,88090550
-16,49902876;0,70435530
-16,48652476;0,70435530
-16,47402076;0,70435530
-16,46151676;0,52842030
-16,44901276;0,70435530
-16,43650877;0,70435530
-16,42400477;1,23339100
-16,41150077;1,76181100
-16,39899677;2,11429600
-16,38649277;2,11429600
-16,37398877;2,29023100
-16,36148477;2,46678100
-16,34898077;2,46678100
-16,33647677;2,64271600
-16,32397277;2,81926700
-16,31146877;2,81926700
-16,29896477;2,81926700
-16,28646077;2,81926700
-16,27395677;2,81926700
-16,26145277;2,81926700
-16,24894877;2,81926700
-16,23644477;2,64271600
-16,22394077;2,64271600
-16,21143677;2,64271600
-16,19893277;2,64271600
-16,18642877;2,64271600
-16,17392477;2,64271600
-16,16142077;2,64271600
-16,14891677;2,46678100
-16,13641277;2,46678100
-16,12390877;2,64271600
-16,11140477;2,81926700
-16,09890077;2,81926700
-16,08639678;2,99520200
-16,07389278;3,34768700
-16,06138878;3,52362200
-16,04888478;3,70017200
-16,03638078;3,70017200
-16,02387678;3,70017200
-16,01137278;3,70017200
-15,99886878;3,70017200
-15,98636478;3,70017200
-15,97386078;3,52362200
-15,96135678;3,52362200
-15,94885278;3,34768700
-15,93634878;3,34768700
-15,92384478;3,52362200
-15,91134078;3,70017200
-15,89883678;3,87610700
-15,88633278;3,87610700
-15,87382878;3,87610700
-15,86132478;3,87610700
-15,84882078;4,05265800
-15,83631678;4,05265800
-15,82381278;4,05265800
-15,81130878;4,22859200
-15,79880478;4,22859200
-15,78630078;4,40452800
-15,77379678;4,40452800
-15,76129278;4,58107800
-15,74878878;4,75701300
-15,73628479;4,75701300
-15,72378079;4,93356300
-15,71127679;4,93356300
-15,69877279;5,10949800
-15,68626879;5,28604800
-15,67376479;5,28604800
-15,66126079;5,46198300
-15,64875679;5,46198300
-15,63625279;5,63853400
-15,62374879;5,63853400
-15,61124479;5,63853400
-15,59874079;5,46198300
-15,58623679;5,28604800
-15,57373279;5,28604800
-15,56122879;5,10949800
-15,54872479;5,10949800
-15,53622079;4,93356300
-15,52371679;4,93356300
-15,51121279;4,75701300
-15,49870879;4,75701300
-15,48620479;4,75701300
-15,47370079;4,93356300
-15,46119679;4,93356300
-15,44869279;4,93356300
-15,43618879;4,93356300
-15,42368479;5,10949800
-15,41118079;5,10949800
-15,39867679;5,28604800
-15,38617280;5,10949800
-15,37366880;5,46198300
-15,36116480;5,63853400
-15,34866080;5,99040400
-15,33615680;6,16695400
-15,32365280;6,16695400
-15,31114880;5,99040400
-15,29864480;5,81446800
-15,28614080;5,99040400
-15,27363680;5,81446800
-15,26113280;5,81446800
-15,24862880;5,63853400
-15,23612480;5,63853400
-15,22362080;5,46198300
-15,21111680;5,46198300
-15,19861280;5,46198300
-15,18610880;5,46198300
-15,17360480;5,46198300
-15,16110080;5,46198300
-15,14859680;5,46198300
-15,13609280;5,46198300
-15,12358880;5,46198300
-15,11108480;5,46198300
-15,09858080;5,46198300
-15,08607680;5,46198300
-15,07357280;5,46198300
-15,06106880;5,46198300
-15,04856480;5,46198300
-15,03606081;5,46198300
-15,02355681;5,46198300
-15,01105281;5,46198300
-14,99854881;5,63853400
-14,98604481;5,63853400
-14,97354081;5,63853400
-14,96103681;5,63853400
-14,94853281;5,81446800
-14,93602881;5,81446800
-14,92352481;5,99040400
-14,91102081;5,99040400
-14,89851681;5,99040400
-14,88601281;6,16695400
-14,87350881;6,16695400
-14,86100481;6,16695400
-14,84850081;6,16695400
-14,83599681;6,34288900
-14,82349281;6,34288900
-14,81098881;6,34288900
-14,79848481;6,34288900
-14,78598081;6,51943900
-14,77347681;6,51943900
-14,76097281;6,69537400
-14,74846881;6,69537400
-14,73596481;6,69537400
-14,72346081;6,87192400
-14,71095681;6,87192400
-14,69845281;6,87192400
-14,68594882;6,87192400
-14,67344482;6,69537400
-14,66094082;6,51943900
-14,64843682;6,34288900
-14,63593282;6,34288900
-14,62342882;6,16695400
-14,61092482;6,34288900
-14,59842082;6,51943900
-14,58591682;6,51943900
-14,57341282;6,69537400
-14,56090882;6,87192400
-14,54840482;7,04785900
-14,53590082;7,04785900
-14,52339682;7,40034400
-14,51089282;7,40034400
-14,49838882;7,57628000
-14,48588482;7,40034400
-14,47338082;7,40034400
-14,46087682;7,40034400
-14,44837282;7,40034400
-14,43586882;7,40034400
-14,42336482;7,40034400
-14,41086082;7,40034400
-14,39835682;7,40034400
-14,38585282;7,40034400
-14,37334882;7,40034400
-14,36084482;7,57628000
-14,34834082;7,75283000
-14,33583683;7,75283000
-14,32333283;7,92876500
-14,31082883;7,92876500
-14,29832483;8,10531500
-14,28582083;8,10531500
-14,27331683;8,28125000
-14,26081283;8,28125000
-14,24830883;8,63373600
-14,23580483;8,80967000
-14,22330083;8,98622000
-14,21079683;9,16215500
-14,19829283;9,16215500
-14,18578883;8,98622000
-14,17328483;8,98622000
-14,16078083;8,98622000
-14,14827683;8,98622000
-14,13577283;8,98622000
-14,12326883;8,80967000
-14,11076483;8,63373600
-14,09826083;8,63373600
-14,08575683;8,45780000
-14,07325283;8,45780000
-14,06074883;8,45780000
-14,04824483;8,45780000
-14,03574083;8,45780000
-14,02323683;8,45780000
-14,01073283;8,45780000
-13,99822883;8,45780000
-13,98572484;8,45780000
-13,97322084;8,45780000
-13,96071684;8,63373600
-13,94821284;8,45780000
-13,93570884;8,63373600
-13,92320484;8,63373600
-13,91070084;8,80967000
-13,89819684;8,80967000
-13,88569284;8,80967000
-13,87318884;8,80967000
-13,86068484;8,80967000
-13,84818084;8,98622000
-13,83567684;8,98622000
-13,82317284;8,98622000
-13,81066884;8,98622000
-13,79816484;8,98622000
-13,78566084;8,98622000
-13,77315684;9,16215500
-13,76065284;8,98622000
-13,74814884;9,16215500
-13,73564484;9,16215500
-13,72314084;9,16215500
-13,71063684;9,16215500
-13,69813284;9,16215500
-13,68562884;8,98622000
-13,67312484;8,98622000
-13,66062084;8,98622000
-13,64811684;8,98622000
-13,63561285;8,80967000
-13,62310885;8,98622000
-13,61060485;8,80967000
-13,59810085;8,80967000
-13,58559685;8,63373600
-13,57309285;8,80967000
-13,56058885;8,80967000
-13,54808485;8,80967000
-13,53558085;8,80967000
-13,52307685;8,80967000
-13,51057285;8,80967000
-13,49806885;8,80967000
-13,48556485;8,80967000
-13,47306085;8,98622000
-13,46055685;9,16215500
-13,44805285;9,16215500
-13,43554885;9,33870600
-13,42304485;9,51464100
-13,41054085;9,69119100
-13,39803685;9,86712600
-13,38553285;9,69119100
-13,37302885;9,86712600
-13,36052485;9,69119100
-13,34802085;9,69119100
-13,33551685;9,16215500
-13,32301285;8,98622000
-13,31050885;8,98622000
-13,29800486;8,98622000
-13,28550086;8,98622000
-13,27299686;8,63373600
-13,26049286;8,80967000
-13,24798886;8,80967000
-13,23548486;8,80967000
-13,22298086;8,80967000
-13,21047686;8,80967000
-13,19797286;8,80967000
-13,18546886;8,80967000
-13,17296486;8,80967000
-13,16046086;8,80967000
-13,14795686;8,80967000
-13,13545286;8,80967000
-13,12294886;8,80967000
-13,11044486;8,98622000
-13,09794086;8,98622000
-13,08543686;8,98622000
-13,07293286;8,98622000
-13,06042886;9,33870600
-13,04792486;9,33870600
-13,03542086;9,51464100
-13,02291686;9,51464100
-13,01041286;9,51464100
-12,99790886;9,69119100
-12,98540486;9,69119100
-12,97290086;9,69119100
-12,96039686;9,86712600
-12,94789287;10,04306000
-12,93538887;9,86712600
-12,92288487;10,04306000
-12,91038087;10,04306000
-12,89787687;10,04306000
-12,88537287;10,04306000
-12,87286887;10,04306000
-12,86036487;10,04306000
-12,84786087;10,04306000
-12,83535687;10,04306000
-12,82285287;10,04306000
-12,81034887;10,04306000
-12,79784487;10,04306000
-12,78534087;10,04306000
-12,77283687;10,04306000
-12,76033287;10,04306000
-12,74782887;10,04306000
-12,73532487;9,86712600
-12,72282087;9,86712600
-12,71031687;9,86712600
-12,69781287;9,69119100
-12,68530887;9,69119100
-12,67280487;9,69119100
-12,66030087;9,51464100
-12,64779687;9,51464100
-12,63529287;9,51464100
-12,62278887;9,33870600
-12,61028487;9,33870600
-12,59778088;9,16215500
-12,58527688;9,16215500
-12,57277288;9,16215500
-12,56026888;8,98622000
-12,54776488;8,98622000
-12,53526088;8,80967000
-12,52275688;8,98622000
-12,51025288;8,80967000
-12,49774888;8,80967000
-12,48524488;8,80967000
-12,47274088;8,80967000
-12,46023688;8,80967000
-12,44773288;8,80967000
-12,43522888;8,80967000
-12,42272488;8,80967000
-12,41022088;8,80967000
-12,39771688;8,80967000
-12,38521288;8,80967000
-12,37270888;8,80967000
-12,36020488;8,98622000
-12,34770088;8,98622000
-12,33519688;8,98622000
-12,32269288;8,98622000
-12,31018888;8,98622000
-12,29768488;9,16215500
-12,28518088;9,16215500
-12,27267688;9,16215500
-12,26017288;9,16215500
-12,24766889;9,16215500
-12,23516489;9,33870600
-12,22266089;9,33870600
-12,21015689;9,33870600
-12,19765289;9,33870600
-12,18514889;9,33870600
-12,17264489;9,33870600
-12,16014089;9,33870600
-12,14763689;9,33870600
-12,13513289;9,51464100
-12,12262889;9,51464100
-12,11012489;9,51464100
-12,09762089;9,51464100
-12,08511689;9,51464100
-12,07261289;9,69119100
-12,06010889;9,69119100
-12,04760489;9,69119100
-12,03510089;9,69119100
-12,02259689;9,86712600
-12,01009289;9,86712600
-11,99758889;9,86712600
-11,98508489;9,86712600
-11,97258089;9,86712600
-11,96007689;10,04306000
-11,94757289;10,04306000
-11,93506889;10,04306000
-11,92256489;10,04306000
-11,91006089;10,04306000
-11,89755690;10,04306000
-11,88505290;10,04306000
-11,87254890;10,04306000
-11,86004490;10,04306000
-11,84754090;10,04306000
-11,83503690;10,04306000
-11,82253290;10,04306000
-11,81002890;10,04306000
-11,79752490;10,04306000
-11,78502090;10,04306000
-11,77251690;10,04306000
-11,76001290;10,04306000
-11,74750890;9,86712600
-11,73500490;9,69119100
-11,72250090;9,16215500
-11,70999690;8,80967000
-11,69749290;8,63373600
-11,68498890;8,45780000
-11,67248490;8,45780000
-11,65998090;8,45780000
-11,64747690;8,45780000
-11,63497290;8,45780000
-11,62246890;8,45780000
-11,60996490;8,45780000
-11,59746090;8,45780000
-11,58495690;8,45780000
-11,57245290;8,45780000
-11,55994890;8,45780000
-11,54744491;8,45780000
-11,53494091;8,45780000
-11,52243691;8,45780000
-11,50993291;8,45780000
-11,49742891;8,45780000
-11,48492491;8,45780000
-11,47242091;8,45780000
-11,45991691;8,45780000
-11,44741291;8,63373600
-11,43490891;8,63373600
-11,42240491;8,63373600
-11,40990091;8,63373600
-11,39739691;8,63373600
-11,38489291;8,63373600
-11,37238891;8,63373600
-11,35988491;8,63373600
-11,34738091;8,63373600
-11,33487691;8,80967000
-11,32237291;8,63373600
-11,30986891;8,80967000
-11,29736491;8,80967000
-11,28486091;8,80967000
-11,27235691;8,80967000
-11,25985291;8,80967000
-11,24734891;8,80967000
-11,23484491;8,80967000
-11,22234091;8,98622000
-11,20983691;8,98622000
-11,19733292;8,98622000
-11,18482892;8,80967000
-11,17232492;8,98622000
-11,15982092;8,98622000
-11,14731692;8,98622000
-11,13481292;8,80967000
-11,12230892;8,80967000
-11,10980492;8,80967000
-11,09730092;8,63373600
-11,08479692;8,63373600
-11,07229292;8,63373600
-11,05978892;8,45780000
-11,04728492;8,28125000
-11,03478092;8,28125000
-11,02227692;8,28125000
-11,00977292;8,10531500
-10,99726892;8,10531500
-10,98476492;7,92876500
-10,97226092;7,92876500
-10,95975692;7,75283000
-10,94725292;7,75283000
-10,93474892;7,57628000
-10,92224492;7,75283000
-10,90974092;7,57628000
-10,89723692;7,40034400
-10,88473292;7,40034400
-10,87222892;7,40034400
-10,85972492;7,22379400
-10,84722093;7,22379400
-10,83471693;7,22379400
-10,82221293;7,22379400
-10,80970893;7,22379400
-10,79720493;7,22379400
-10,78470093;7,22379400
-10,77219693;7,22379400
-10,75969293;7,22379400
-10,74718893;7,22379400
-10,73468493;7,22379400
-10,72218093;7,22379400
-10,70967693;7,04785900
-10,69717293;7,22379400
-10,68466893;7,22379400
-10,67216493;7,22379400
-10,65966093;7,22379400
-10,64715693;7,22379400
-10,63465293;7,22379400
-10,62214893;7,22379400
-10,60964493;7,40034400
-10,59714093;7,22379400
-10,58463693;7,40034400
-10,57213293;7,40034400
-10,55962893;7,40034400
-10,54712493;7,40034400
-10,53462093;7,57628000
-10,52211693;7,57628000
-10,50961293;7,75283000
-10,49710894;7,75283000
-10,48460494;7,75283000
-10,47210094;7,75283000
-10,45959694;7,92876500
-10,44709294;7,92876500
-10,43458894;8,10531500
-10,42208494;8,10531500
-10,40958094;8,10531500
-10,39707694;8,10531500
-10,38457294;8,28125000
-10,37206894;8,28125000
-10,35956494;7,57628000
-10,34706094;7,40034400
-10,33455694;7,22379400
-10,32205294;7,04785900
-10,30954894;6,69537400
-10,29704494;6,69537400
-10,28454094;6,51943900
-10,27203694;6,69537400
-10,25953294;6,51943900
-10,24702894;6,34288900
-10,23452494;6,34288900
-10,22202094;6,34288900
-10,20951694;6,34288900
-10,19701294;6,16695400
-10,18450894;5,99040400
-10,17200494;5,99040400
-10,15950094;5,99040400
-10,14699695;5,99040400
-10,13449295;5,99040400
-10,12198895;5,99040400
-10,10948495;5,99040400
-10,09698095;5,99040400
-10,08447695;5,99040400
-10,07197295;5,99040400
-10,05946895;5,99040400
-10,04696495;5,99040400
-10,03446095;6,16695400
-10,02195695;6,16695400
-10,00945295;6,16695400
-9,99694895;6,34288900
-9,98444495;6,34288900
-9,97194095;6,51943900
-9,95943695;6,51943900
-9,94693295;6,51943900
-9,93442895;6,69537400
-9,92192495;6,69537400
-9,90942095;6,69537400
-9,89691695;6,69537400
-9,88441295;6,87192400
-9,87190895;6,87192400
-9,85940495;6,87192400
-9,84690095;6,87192400
-9,83439695;6,87192400
-9,82189295;6,69537400
-9,80938895;6,34288900
-9,79688496;6,16695400
-9,78438096;6,16695400
-9,77187696;5,99040400
-9,75937296;5,99040400
-9,74686896;5,81446800
-9,73436496;5,81446800
-9,72186096;5,63853400
-9,70935696;5,46198300
-9,69685296;5,28604800
-9,68434896;5,28604800
-9,67184496;5,10949800
-9,65934096;5,10949800
-9,64683696;4,93356300
-9,63433296;4,93356300
-9,62182896;4,93356300
-9,60932496;4,75701300
-9,59682096;4,58107800
-9,58431696;4,58107800
-9,57181296;4,58107800
-9,55930896;4,22859200
-9,54680496;4,40452800
-9,53430096;4,40452800
-9,52179696;4,40452800
-9,50929296;4,22859200
-9,49678896;4,22859200
-9,48428496;4,22859200
-9,47178096;4,22859200
-9,45927696;4,40452800
-9,44677297;4,58107800
-9,43426897;5,46198300
-9,42176497;3,70017200
-9,40926097;1,05684100
-9,39675697;1,05684100
-9,38425297;0,88090550
-9,37174897;0,88090550
-9,35924497;0,88090550
-9,34674097;0,88090550
-9,33423697;0,70435530
-9,32173297;0,70435530
-9,30922897;0,70435530
-9,29672497;0,70435530
-9,28422097;0,52842030
-9,27171697;0,52842030
-9,25921297;0,52842030
-9,24670897;0,52842030
-9,23420497;0,35187010
-9,22170097;0,35187010
-9,20919697;0,35187010
-9,19669297;0,35187010
-9,18418897;0,35187010
-9,17168497;0,35187010
-9,15918097;0,17593500
-9,14667697;0,17593500
-9,13417297;0,17593500
-9,12166897;0,17593500
-9,10916497;0,17593500
-9,09666098;0,17593500
-9,08415698;0,00000000
-9,07165298;0,00000000
-9,05914898;0,00000000
-9,04664498;0,00000000
-9,03414098;0,00000000
-9,02163698;0,00000000
-9,00913298;0,00000000
-8,99662898;-0,17593500
-8,98412498;-0,17593500
-8,97162098;-0,17593500
-8,95911698;-0,17593500
-8,94661298;-0,17593500
-8,93410898;-0,17593500
-8,92160498;-0,17593500
-8,90910098;-0,17593500
-8,89659698;-0,35187010
-8,88409298;-0,35187010
-8,87158898;-0,35187010
-8,85908498;-0,35187010
-8,84658098;-0,35187010
-8,83407698;-0,52842030
-8,82157298;-0,35187010
-8,80906898;-0,52842030
-8,79656498;-0,52842030
-8,78406098;-0,52842030
-8,77155698;-0,52842030
-8,75905298;-0,52842030
-8,74654899;-0,70435530
-8,73404499;-0,70435530
-8,72154099;-0,70435530
-8,70903699;-0,70435530
-8,69653299;-0,70435530
-8,68402899;-0,70435530
-8,67152499;-0,70435530
-8,65902099;-0,70435530
-8,64651699;-0,88090550
-8,63401299;-0,88090550
-8,62150899;-0,88090550
-8,60900499;-0,88090550
-8,59650099;-0,88090550
-8,58399699;-0,88090550
-8,57149299;-0,88090550
-8,55898899;-0,88090550
-8,54648499;-1,05684100
-8,53398099;-1,05684100
-8,52147699;-1,05684100
-8,50897299;-1,05684100
-8,49646899;-1,05684100
-8,48396499;-1,23339100
-8,47146099;-1,23339100
-8,45895699;-1,23339100
-8,44645299;-1,23339100
-8,43394899;-1,23339100
-8,42144499;-1,40932600
-8,40894100;-1,58526100
-8,39643700;-1,58526100
-8,38393300;-1,58526100
-8,37142900;-1,76181100
-8,35892500;-1,76181100
-8,34642100;-1,76181100
-8,33391700;-1,76181100
-8,32141300;-1,76181100
-8,30890900;-1,93774600
-8,29640500;-1,93774600
-8,28390100;-1,93774600
-8,27139700;-1,93774600
-8,25889300;-2,11429600
-8,24638900;-2,11429600
-8,23388500;-2,11429600
-8,22138100;-2,11429600
-8,20887700;-2,29023100
-8,19637300;-2,46678100
-8,18386900;-2,46678100
-8,17136500;-2,46678100
-8,15886100;-2,64271600
-8,14635700;-2,64271600
-8,13385300;-2,81926700
-8,12134900;-2,81926700
-8,10884500;-2,81926700
-8,09634100;-2,99520200
-8,08383700;-2,99520200
-8,07133300;-2,99520200
-8,05882901;-3,17113700
-8,04632501;-3,17113700
-8,03382101;-3,34768700
-8,02131701;-3,52362200
-8,00881301;-3,34768700
-7,99630901;-3,52362200
-7,98380501;-3,52362200
-7,97130101;-3,52362200
-7,95879701;-3,70017200
-7,94629301;-3,70017200
-7,93378901;-3,87610700
-7,92128501;-3,87610700
-7,90878101;-3,87610700
-7,89627701;-3,87610700
-7,88377301;-4,05265800
-7,87126901;-4,05265800
-7,85876501;-4,05265800
-7,84626101;-4,05265800
-7,83375701;-4,22859200
-7,82125301;-4,22859200
-7,80874901;-4,40452800
-7,79624501;-4,40452800
-7,78374101;-4,40452800
-7,77123701;-4,58107800
-7,75873301;-4,58107800
-7,74622901;-4,58107800
-7,73372501;-4,75701300
-7,72122101;-4,75701300
-7,70871702;-4,93356300
-7,69621302;-4,93356300
-7,68370902;-4,93356300
-7,67120502;-4,93356300
-7,65870102;-4,93356300
-7,64619702;-4,93356300
-7,63369302;-4,93356300
-7,62118902;-4,93356300
-7,60868502;-4,93356300
-7,59618102;-4,93356300
-7,58367702;-4,93356300
-7,57117302;-4,93356300
-7,55866902;-4,93356300
-7,54616502;-4,93356300
-7,53366102;-4,93356300
-7,52115702;-4,93356300
-7,50865302;-4,93356300
-7,49614902;-4,93356300
-7,48364502;-4,93356300
-7,47114102;-4,93356300
-7,45863702;-4,93356300
-7,44613302;-5,10949800
-7,43362902;-4,93356300
-7,42112502;-4,93356300
-7,40862102;-4,93356300
-7,39611702;-4,93356300
-7,38361302;-5,10949800
-7,37110902;-4,93356300
-7,35860503;-4,93356300
-7,34610103;-5,46198300
-7,33359703;-5,63853400
-7,32109303;-5,63853400
-7,30858903;-5,63853400
-7,29608503;-5,63853400
-7,28358103;-5,81446800
-7,27107703;-5,81446800
-7,25857303;-5,81446800
-7,24606903;-5,99040400
-7,23356503;-5,99040400
-7,22106103;-5,99040400
-7,20855703;-5,99040400
-7,19605303;-5,99040400
-7,18354903;-5,99040400
-7,17104503;-5,99040400
-7,15854103;-5,99040400
-7,14603703;-5,99040400
-7,13353303;-5,99040400
-7,12102903;-5,99040400
-7,10852503;-5,99040400
-7,09602103;-5,99040400
-7,08351703;-6,16695400
-7,07101303;-5,99040400
-7,05850903;-6,16695400
-7,04600503;-6,16695400
-7,03350103;-5,99040400
-7,02099703;-5,99040400
-7,00849304;-5,99040400
-6,99598904;-5,99040400
-6,98348504;-6,16695400
-6,97098104;-5,99040400
-6,95847704;-6,16695400
-6,94597304;-5,99040400
-6,93346904;-5,99040400
-6,92096504;-5,99040400
-6,90846104;-6,16695400
-6,89595704;-6,16695400
-6,88345304;-6,16695400
-6,87094904;-6,16695400
-6,85844504;-6,16695400
-6,84594104;-6,16695400
-6,83343704;-6,34288900
-6,82093304;-6,34288900
-6,80842904;-6,34288900
-6,79592504;-6,51943900
-6,78342104;-6,69537400
-6,77091704;-6,69537400
-6,75841304;-6,69537400
-6,74590904;-6,87192400
-6,73340504;-7,04785900
-6,72090104;-7,04785900
-6,70839704;-7,04785900
-6,69589304;-7,04785900
-6,68338904;-7,22379400
-6,67088504;-7,04785900
-6,65838105;-7,22379400
-6,64587705;-7,40034400
-6,63337305;-7,57628000
-6,62086905;-7,57628000
-6,60836505;-7,57628000
-6,59586105;-7,57628000
-6,58335705;-7,75283000
-6,57085305;-7,75283000
-6,55834905;-7,75283000
-6,54584505;-7,75283000
-6,53334105;-7,92876500
-6,52083705;-7,75283000
-6,50833305;-7,92876500
-6,49582905;-7,92876500
-6,48332505;-8,10531500
-6,47082105;-7,92876500
-6,45831705;-7,92876500
-6,44581305;-7,92876500
-6,43330905;-7,92876500
-6,42080505;-7,92876500
-6,40830105;-7,92876500
-6,39579705;-7,92876500
-6,38329305;-7,92876500
-6,37078905;-7,92876500
-6,35828505;-7,92876500
-6,34578105;-7,92876500
-6,33327705;-8,10531500
-6,32077305;-8,10531500
-6,30826906;-8,10531500
-6,29576506;-8,10531500
-6,28326106;-8,10531500
